,ID,School
340369,909038,RIT
308360,909038,UMary
46719,913541,Old Dominion (M)
255395,913541,Old Dominion (W)
9428,914539,Florida St
288906,914539,South Carolina
110156,917402,Bellarmine
246084,917402,Southern Cali
231954,927101,UNLV (W)
20791,927101,UNLV (M)
184008,927104,Lynn
110306,927104,Oakland
31061,928548,South Carolina
185110,928548,Lewis
116672,929610,Montevallo
348488,929610,Centenary (LA)
296849,930318,Jewell
313496,930318,Biola University
16763,930319,New Mexico
289782,930319,North Texas
60213,930474,Augustana
156071,930474,Canisius
125151,932669,Valparaiso (M)
259089,932669,Valparaiso (W)
171372,933191,Carson-Newman
20173,933191,West Virginia
69238,936358,Virginia
168222,936358,Northwestern
31158,937611,Youngstown St
168855,937611,Delaware
203188,937614,Clark
69270,937614,Grand Canyon
185033,941230,UMSL
181678,941230,Truman St.
40882,941429,Augustana (W)
176372,941429,Augustana (M)
178454,948317,Fresno Pacific
12945,948317,Adams St.
53584,950033,CSUB
218755,950033,UWEC
275592,952487,Vanderbilt
95106,952487,Arizona
110606,953641,Saint Leo
311726,953641,TAMPA
126814,958221,Trinity C.
233849,958221,Vanderbilt
296005,958221,Wheeling
264354,958783,Arkansas
110454,958783,East Carolina
298891,958843,Carson-Newman
286168,958843,Fordham
348323,959451,Caltech
295799,959451,King
235381,960919,Grand Canyon
279364,960919,Connecticut
305312,964426,Nova S'eastern
41767,964426,Grand Valley
264200,964658,Missouri
118782,964658,F&M
296635,964658,Saginaw Valley
232300,964955,UNLV (W)
119142,964955,UNLV (M)
326597,965195,Alfred
245500,965195,Sacred Heart
241953,965393,Gardner-Webb
319187,965393,Redlands
233539,965393,Pepperdine
3767,968711,Houston
263337,968711,Auburn
244244,968968,Missouri St (W)
119136,968968,Missouri St. (M)
39222,971038,Alfred
342949,971038,Gustavus
40112,977378,Ozarks
134481,977378,Boston College
308568,979112,Azusa Pacific
67333,979112,Drury
19385,991069,Incarnate Word
257801,991069,Niagara
290719,991069,Rider
236618,991069,Georgetown
166079,998354,Holy Cross
143144,998354,Fordham
218107,1003245,Case Western
173716,1003245,Gannon
210926,1003245,Alma College
188785,1004681,Widener
211100,1004681,Messiah
275701,1005537,South Carolina
103283,1005537,New Mexico
164802,1019983,CSUB
174586,1019983,TAMPA
308560,1020622,Fresno Pacific
312355,1020622,Lewis
739,1049824,Iowa
142867,1049824,Cincinnati
211334,1068027,YCP
2128,1068027,Goucher
7834,1072326,East Carolina
156245,1072326,Miami (Ohio)
271242,1078649,Missouri St (W)
78814,1078649,Missouri St. (M)
78742,1081974,Cleveland St
175024,1081974,West Chester
224771,1082400,Whitman
185766,1082400,Biola University
250712,1083862,Houston
312077,1083862,NMU
209169,1085290,Loras
222228,1085290,Grinnell
215926,1085290,W&L
232304,1089288,Air Force (W)
15196,1089288,Air Force (M)
176515,1093649,Augustana (M)
1918,1093649,Augustana (W)
182879,1094062,IUP
174362,1094062,Carson-Newman
175925,1095825,NDC
220601,1095825,Sou. Virginia
175259,1100747,Chowan
185659,1100747,Saint Rose
310665,1116272,Florida Tech
304777,1116272,Carson-Newman
44973,1124930,UNLV (M)
272276,1124930,UNLV (W)
80121,1127277,Princeton
129354,1127277,Harvard
190146,1131266,Ramapo
1816,1131266,Fresno Pacific
311205,1131570,Nebraska Kearney
304279,1131570,Mines
282674,1132196,UNC Asheville
357278,1132196,Purchase College
85931,1132909,UW-L
358834,1132909,UW-Oshkosh
63989,1135781,Augustana (W)
184651,1135781,Augustana (M)
108171,1137343,Connecticut
283366,1137343,Towson
177231,1138185,Lewis
8135,1138185,Eastern Ill
221140,1145475,Clarkson
207775,1145475,SUNY Potsdam
1213,1145968,Fla Atlantic (W)
145859,1145968,Fla Atlantic (M)
16569,1150095,Old Dominion (M)
267649,1150095,Old Dominion (W)
176521,1150337,St. Cloud St.-M
112769,1150337,St. Cloud St.-W
112276,1153434,Denver
173078,1153434,Indy
229723,1154245,Wis.- Green Bay
246308,1154245,LSU
32441,1155385,McKendree
310298,1155385,Saint Leo
311587,1155385,Florida Southern
211087,1156327,King's
196730,1156327,Marywood
42203,1158045,Tulane
232221,1158045,Boise St
244849,1158045,Nevada
22206,1158459,LIU
185474,1158459,Ouachita
165469,1158459,Utah
194689,1158459,Denison
217190,1158459,Occidental
206778,1158459,Cal Lutheran
177843,1160841,Montevallo
19361,1160841,Fla Atlantic (W)
167137,1160841,Fla Atlantic (M)
95584,1160896,Arizona St
222226,1160896,St. Norbert
346597,1162262,R-MC
293328,1162262,Truman St.
337368,1162262,Occidental
118874,1162262,Randolph-Macon College
306948,1162262,UMSL
172519,1162287,Davenport
186706,1162287,TAMPA
66877,1163273,Wis.- Green Bay
287836,1163273,Illinois Chicago (W)
235467,1164462,Northern Ariz
271623,1164462,Incarnate Word
185019,1164788,Lewis
184062,1164788,Emmanuel
3133,1165971,Rowan
209616,1165971,Catholic UA
93154,1166697,Oklahoma Baptist
307350,1166697,Henderson St.
280638,1166876,Delaware
346254,1166876,Ohio Northern
272782,1175940,Air Force (W)
16756,1175940,Air Force (M)
228401,1176556,New Hampshire
281448,1176556,Florida St
316775,1177792,Rowan
302363,1177792,UMary
351205,1177792,Regis
312156,1177792,Quincy
31163,1178745,Missouri St. (M)
138707,1178745,Missouri St (W)
191001,1179135,Whitworth
226577,1179135,CMU
55470,1179463,BSC
179456,1179463,Carson-Newman
237955,1179972,Florida St
298637,1179972,Queens (NC)
180171,1180037,Lees-McRae
201342,1180037,Macalester
226078,1180922,Chapman
94929,1180922,SUNY Potsdam
194647,1180922,SUNY Delhi
353914,1182405,Marymount
67761,1182405,Clarion
261025,1184459,San Diego St
284769,1184459,Wyoming (W)
192995,1185523,UWEC
168215,1185523,Minnesota
163482,1188293,Youngstown St
80136,1188293,VASSAR
152904,1189614,Seattle U (M)
89038,1189614,Seattle U (W)
337613,1193103,Southwestern
259831,1193103,Hawaii
203479,1194514,TCNJ
191562,1194514,W&L
27940,1195123,Wagner
289834,1195123,North Texas
130119,1195508,Missouri St (W)
172630,1195508,Jewell
70976,1195508,Missouri St. (M)
223783,1198212,Mary Washington
188116,1198212,Rensselaer
225767,1208639,La Verne
89198,1208639,Adelphi
264288,1212145,Kentucky
287085,1212145,Iowa
343990,1216469,Connecticut
76687,1216469,Barton
216158,1218267,W&J
222328,1218267,Carleton
189326,1218267,Gustavus
185520,1222244,Southern Conn
69634,1222244,LIU
60371,1226626,Georgia Tech
195435,1226626,Lynchburg
206245,1228696,Westminster
23869,1228696,U.S. Navy
104260,1230638,Bryant U (M)
261312,1230638,Bryant U (W)
181197,1233179,Quincy
130089,1233179,Missouri St (W)
70974,1233179,Missouri St. (M)
154458,1233856,Fla Atlantic (M)
51311,1233856,Fla Atlantic (W)
177422,1233856,Indy
171198,1241335,Carson-Newman
53750,1241335,Denver
231012,1247184,Missouri St (W)
15099,1247184,Missouri St. (M)
219738,1252450,Millikin
169342,1252450,Malone
136530,1261110,Villanova
203646,1261110,Maine Maritime
123308,1261212,Linfield
217064,1261212,Cal Lutheran
351923,1263606,Susquehanna
286683,1263606,Minnesota
180525,1268529,Malone
122292,1268529,Evansville (W)
164644,1268529,Evansville (M)
19501,1271493,Ithaca
153969,1271493,Binghamton
136755,1272447,Iowa
165168,1272447,Arizona
350993,1280436,Medaille
358213,1280436,SUNY Oswego
160352,1282887,Wyoming (M)
51251,1282887,Cincinnati
183049,1285711,Clarion
206218,1285711,Westminster
120376,1292763,UNLV (M)
272631,1292763,UNLV (W)
34299,1292774,Seattle U (W)
166944,1292774,Seattle U (M)
215282,1305043,Linfield
110098,1305043,Lake Forest
187719,1305043,Hanover
189250,1305043,Monmouth
155487,1305043,Penn
173718,1305146,Edinboro
186159,1305146,PennWest
134409,1305895,Virginia Tech
226234,1305895,SUNY Fredonia
295136,1306930,Oklahoma Baptist
299288,1306930,King
323174,1309165,Lynchburg
346650,1309165,Hollins
29776,1309404,Millikin
359973,1309404,Rose-Hulman
200447,1317892,King's
155245,1317892,Brown
216581,1317892,Hendrix
120943,1319116,Ball State
342536,1319116,Gustavus
312590,1319116,Delta State
272771,1319116,UNLV (W)
261582,1322239,St. Francis
286026,1322239,Bryant U (W)
156553,1324668,Evansville (M)
8195,1324668,Evansville (W)
220092,1325092,Franklin
23866,1325092,Brigham Young
287855,1327024,Illinois Chicago (W)
242974,1327024,Illinois-Chicago
19836,1327358,Nebraska
310338,1327358,Nova S'eastern
167001,1329197,Seattle U (M)
12255,1329197,Seattle U (W)
356235,1329228,Pacific Lutheran
21693,1329228,Chowan
192745,1329233,Rochester
69185,1329233,Occidental
166123,1329671,Loyola (MD)
147844,1329671,Fairfield
315326,1329797,FDU-Florham
352262,1329797,Union
309627,1330374,CSU-Pueblo
311370,1330374,Nebraska Kearney
28581,1330374,Oklahoma Baptist
86031,1330777,Hunter
262223,1330777,UCLA
359523,1330793,Wheaton IL
260097,1330793,UC Davis
283463,1330953,Milwaukee
266569,1330953,Seattle U (W)
116571,1331179,Tiffin
299691,1331179,Malone
78499,1331838,Marist
138717,1331838,Missouri St (W)
166889,1335599,Seattle U (M)
1461,1335599,Seattle U (W)
80128,1335800,George Fox
246476,1335800,South Carolina
86242,1337112,UMBC
310339,1337112,Saint Leo
160585,1337224,George Mason
186921,1337224,Florida Tech
259183,1337276,Valparaiso (W)
9998,1337276,Valparaiso (M)
344942,1337339,Montclair St.
18696,1337339,Hunter
352052,1337339,Rensselaer
176302,1337584,Augustana (M)
69734,1337584,Augustana (W)
184186,1339295,Chowan
175339,1339295,Salem (M)
300323,1340794,NMU
67254,1340794,Wyoming (W)
7441,1340859,Southern Indiana
152343,1340859,South Dakota St
259840,1340979,San Diego
314240,1340979,Lees-McRae
307140,1346367,Indy
20794,1346367,Boise St
12736,1353497,Marist
196544,1353497,Alfred State
313597,1353941,PennWest
323329,1353941,Westminster
225414,1355105,UC Santa Cruz
111983,1355105,Providence
277470,1360353,Seattle U (W)
338488,1360353,Brandeis
184755,1366038,Augustana (M)
43291,1366038,Augustana (W)
53215,1368037,Arizona St
169675,1368037,McKendree
312179,1378816,Indy
125799,1378816,Lynn
57749,1380998,Merrimack
313844,1380998,CALU-PA
273190,1381190,Wagner
60389,1381190,San Jose St
162353,1383231,Delaware
30656,1383231,IUP
165943,1383231,Florida
291872,1386067,James Madison
47180,1386067,North Texas
178716,1386107,Oklahoma Christi
79134,1386107,Seton Hall
103065,1386119,Montevallo
233156,1386119,Arizona St
180639,1386417,Augustana (M)
13171,1386417,Augustana (W)
90864,1390321,St. John's
136868,1390321,Michigan
312103,1390607,Saginaw Valley
327262,1390607,Salem College
326765,1392232,Colby-Sawyer
313627,1392232,East Stroudsburg
134907,1396209,Boston College
69137,1396209,Wyoming (W)
160378,1396209,Wyoming (M)
3631,1396654,Valparaiso (M)
259275,1396654,Valparaiso (W)
181485,1397942,Truman St.
7810,1397942,Missouri St. (M)
138710,1397942,Missouri St (W)
300255,1413307,Davenport
41752,1413307,North Florida
78575,1426058,Southern Conn
310379,1426058,Florida Southern
234524,1427021,Lehigh
248884,1427021,Virginia Tech
16509,1441850,Providence
289578,1441850,Tulane
63962,1453107,NDC
181469,1453107,McKendree
66242,1462059,Indiana
340200,1462059,RIT
175829,1465899,NDC
164386,1465899,Saint Peter's
325362,1476454,Gettysburg
350166,1476454,Ursinus
281494,1481750,Louisville
288539,1481750,Alabama
209550,1484075,Catholic UA
223341,1484075,Babson
313790,1486326,Gannon
320796,1486326,UNE
22203,1489103,Centre College
290297,1489103,Houston
171780,1505024,Barton
177471,1505024,Indy
220275,1505110,Alfred State
221060,1505110,RIT
287770,1506610,Little Rock
315493,1506610,FDU-Florham
118787,1508727,Swarthmore
242921,1508727,Wis.- Green Bay
343310,1518659,Connecticut
335336,1518659,Bridgewater
60227,1519437,Ithaca
230975,1519437,Northern Iowa
5687,1540789,Southern Conn
352591,1540789,Keene St.
169040,1546153,Findlay
118895,1546153,Iona Coll
137659,1546153,Cleveland St
163287,1546153,Oakland
104152,1551588,Virginia Tech
273960,1551588,SMU
345324,1560210,Kenyon
288410,1560210,Georgia
351669,1560210,Piedmont
60255,1560210,Mount Union
231302,1560210,UC Davis
22090,1573776,Cazenovia
359767,1573776,Alfred
250766,1594905,SMU
70785,1594905,Wagner
143206,1618755,George Mason
46062,1618755,Stevens
166478,1618755,Boston U
168849,1653662,UNC Wilmington
223736,1653662,Mary Washington
266881,1714727,Northern Ariz
94884,1714727,St. Francis Pa.
227384,1715578,Gettysburg
3007,1715578,Grinnell
333924,1717570,Ohio Wesleyan
60370,1717570,SUNY Brockport
329643,1720121,YCP
77059,1720121,Bard
197052,1734113,Dickinson
157044,1734113,UCSB
40138,1738193,SUNY Geneseo
299816,1738193,NDC
239914,1741221,Massachusetts
276033,1741221,American
307361,1755577,Delta State
310320,1755577,Rollins
357295,1758413,Centre College
360169,1758413,Wells
238090,1758413,Georgia Tech
125219,1759042,LIU
294281,1759042,Sioux Falls
350799,1759042,Carroll
289094,1759042,Southern Indiana
110278,1783242,Boston U
167027,1783242,UNLV (M)
234825,1860443,Colgate
60301,1860443,Berry
167214,1922397,Fla Atlantic (M)
48356,1922397,Fla Atlantic (W)
261735,1960922,Merrimack
358210,1960922,SUNY Cortland
219003,1977672,Dickinson
133356,1977672,Villanova
79927,2048282,Northern State
314151,2048282,King
312101,2053712,NMU
287399,2053712,Yale
240799,2058272,Rutgers
271283,2058272,Indiana State
201273,2085888,Grinnell
72808,2085888,Montevallo
182097,2085888,Henderson St.
318778,2136729,Berry
352897,2136729,Arcadia
231953,2251174,UNLV (W)
313176,2251174,Biola University
341430,2251174,Stevens
221336,2278796,Bridgewater St.
225628,2278796,Sewanee
292207,2283958,Converse
359902,2283958,SJCME
186155,2321551,Bloomsburg
168268,2321551,Michigan
78886,2348963,Lees-McRae
311034,2348963,Hillsdale
163311,2368050,Milwaukee
181323,2368050,Lewis
259441,2448299,Valparaiso (W)
4956,2448299,Valparaiso (M)
7414,2516055,SUNY Oneonta
166888,2516055,Grand Canyon
7370,2531351,Alfred
294438,2531351,Fresno Pacific
167760,2645330,Cincinnati
11969,2645330,Iowa
159854,2666987,South Dakota St
30602,2666987,Elizabethtown
129836,2666987,Evansville (M)
137209,2666987,Towson
284113,2679850,Toledo
300457,2679850,NMU
292025,2692371,Northern Colo
272672,2692371,Nevada
232546,2901498,Merrimack
343186,2901498,Gordon
184330,2926048,Davis & Elkins
225654,2926048,Hendrix
228219,2939294,Manchester
228208,2939294,Franklin
327458,2957326,Susquehanna
346854,2957326,Sweet Briar
