,50 Y Free Time,50 S Free Time,50 L Free Time,100 Y Free Time,100 S Free Time,100 L Free Time,200 Y Free Time,200 S Free Time,200 L Free Time,500 Y Free Time,400 S Free Time,400 L Free Time,1000 Y Free Time,800 S Free Time,800 L Free Time,1650 Y Free Time,1500 S Free Time,1500 L Free Time,100 Y Back Time,100 S Back Time,100 L Back Time,200 Y Back Time,200 S Back Time,200 L Back Time,100 Y Breast Time,100 S Breast Time,100 L Breast Time,200 Y Breast Time,200 S Breast Time,200 L Breast Time,100 Y Fly Time,100 S Fly Time,100 L Fly Time,200 Y Fly Time,200 S Fly Time,200 L Fly Time,100 Y IM Time,100 S IM Time,200 Y IM Time,200 S IM Time,200 L IM Time,400 Y IM Time,400 S IM Time,400 L IM Time,50 Y Free Points,50 S Free Points,50 L Free Points,100 Y Free Points,100 S Free Points,100 L Free Points,200 Y Free Points,200 S Free Points,200 L Free Points,500 Y Free Points,400 S Free Points,400 L Free Points,1000 Y Free Points,800 S Free Points,800 L Free Points,1650 Y Free Points,1500 S Free Points,1500 L Free Points,100 Y Back Points,100 S Back Points,100 L Back Points,200 Y Back Points,200 S Back Points,200 L Back Points,100 Y Breast Points,100 S Breast Points,100 L Breast Points,200 Y Breast Points,200 S Breast Points,200 L Breast Points,100 Y Fly Points,100 S Fly Points,100 L Fly Points,200 Y Fly Points,200 S Fly Points,200 L Fly Points,100 Y IM Points,100 S IM Points,200 Y IM Points,200 S IM Points,200 L IM Points,400 Y IM Points,400 S IM Points,400 L IM Points
793795,,,,,,,,,,,,,,,,,,,1:03.20,,,,,,,,,,,,,,,,,,,,2:20.08,,,,,,,,,,,,,,,,,,,,,,,,75.85,,,,,,,,,,,,,,,,,,,,73.68,,,,,
520025,,,30.60,59.17,,,2:11.44,,,6:13.28,,,12:05.96,,,,,,1:05.54,,,2:28.32,,,1:09.82,,,2:28.28,,,1:08.93,,,2:36.72,,,1:05.38,,2:18.95,,,,,5:52.76,,,74.41,82.25,,,97.72,,,100.00,,,97.14,,,,,,95.11,,,100.00,,,57.71,,,48.92,,,100.00,,,100.00,,,57.02,,65.70,,,,,93.33
1319160,26.35,,,59.15,,,2:12.14,,,7:02.10,,,,,,,,,1:07.86,,,,,,1:08.85,,,2:48.93,,,1:02.27,,,,,,1:17.57,,2:17.51,,,,,,67.54,,,82.06,,,100.00,,,100.00,,,,,,,,,100.00,,,,,,52.63,,,100.00,,,69.59,,,,,,100.00,,64.35,,,,,
596866,25.09,,,,,1:02.02,1:56.88,,,5:20.20,,,11:15.72,,,,,,57.97,,,2:05.81,,,1:15.71,,,2:51.60,,,1:00.53,,,2:26.88,,,1:03.98,,2:14.92,,,4:50.85,,,44.78,,,,,39.87,39.32,,,52.12,,,61.57,,,,,,35.94,,,36.69,,,100.00,,,100.00,,,55.85,,,100.00,,,67.97,,55.29,,,58.86,,
729414,24.89,,,54.76,,,2:02.05,,,5:53.72,,,,,,,,,1:02.26,,,2:25.79,,,1:14.70,,,,,,1:03.70,,,,,,,,2:22.66,,,5:35.08,,,41.36,,,44.67,,,58.50,,,100.00,,,,,,,,,68.16,,,100.00,,,94.66,,,,,,81.47,,,,,,,,83.40,,,100.00,,
605333,,,28.70,53.65,,,1:57.24,,,5:28.04,,,11:34.19,,,19:21.20,,,59.88,,,2:12.90,,,1:09.09,,,2:30.50,,,58.98,,,2:12.21,,,1:04.23,,2:10.72,,,4:58.95,,,,,42.73,36.11,,,40.60,,,63.49,,,75.10,,,76.22,,,49.72,,,60.95,,,54.22,,,56.99,,,44.26,,,49.09,,,69.94,,41.33,,,72.42,,
596872,25.67,,,55.63,,,2:00.98,,,5:33.90,,,11:24.41,,,,,,1:04.18,,,2:21.05,,,1:21.04,,,2:56.11,,,1:04.69,,,2:39.09,,,2:04.47,,2:23.09,,,5:15.53,,,54.98,,,51.62,,,54.40,,,72.36,,,67.84,,,,,,84.11,,,92.22,,,100.00,,,100.00,,,90.02,,,100.00,,,100.00,,85.05,,,100.00,,
1013568,24.74,,,53.70,,,,,,,,,,,,,,,1:10.36,,,,,,,,,,,,,,,,,,,,,,,,,,38.84,,,36.49,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,
1717060,26.05,,,56.26,,,,,2:31.14,6:05.44,,,12:57.31,,,21:17.49,,,1:01.47,,,2:12.42,,,1:07.09,,,2:29.66,,,1:10.39,,,,,,1:05.35,,2:12.68,,,,,5:47.72,61.92,,,56.80,,,,,100.00,100.00,,,100.00,,,100.00,,,61.88,,,59.22,,,41.29,,,54.39,,,100.00,,,,,,78.93,,47.74,,,,,81.72
961618,28.48,,,1:03.18,,,2:22.62,,,,,6:20.25,,,12:42.85,,,,1:16.73,,,2:46.76,,,1:13.82,,,2:44.24,,,1:14.17,,,,,,,,2:37.23,,,,,7:05.48,100.00,,,100.00,,,100.00,,,,,100.00,,,100.00,,,,100.00,,,100.00,,,87.89,,,100.00,,,100.00,,,,,,,,100.00,,,,,100.00
1234128,35.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098658,33.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566770,,,29.00,,,1:01.77,,,2:14.18,5:15.52,,,,,,,,,58.20,,,2:04.84,,,1:16.82,,,,,,,,1:08.57,2:18.12,,,1:26.88,,2:08.45,,,4:36.78,,,,,47.22,,,38.20,,,41.19,45.59,,,,,,,,,37.55,,,33.58,,,100.00,,,,,,,,46.88,69.85,,,100.00,,34.14,,,37.04,,
1137697,26.21,,,56.87,,,2:06.36,,,5:59.03,,,,,,,,,1:05.43,,,2:28.28,,,1:08.32,,,2:28.27,,,1:10.94,,,,,3:18.80,1:04.06,,2:17.22,,,5:09.74,,,64.90,,,61.92,,,75.78,,,100.00,,,,,,,,,95.02,,,100.00,,,49.15,,,50.15,,,100.00,,,,,100.00,68.60,,63.32,,,91.66,,
1199925,27.99,,,58.53,,,2:04.78,,,5:44.66,,,11:43.50,,,,,,1:10.67,,,2:24.49,,,1:28.69,,,2:52.67,,,1:08.04,,,2:36.67,,,,,2:24.85,,,5:14.04,,,100.00,,,76.43,,,69.31,,,89.46,,,82.20,,,,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,,,,91.93,,,99.71,,
1309165,,,,,,,2:31.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399731,31.03,,,1:07.96,,,2:29.92,,,6:18.10,,,,,,,,,1:13.35,,,2:42.84,,,1:19.11,,,2:50.86,,,1:12.27,,,,,,1:13.14,,2:33.68,,,,,,100.00,,,100.00,,,100.00,,,100.00,,,,,,,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,,,,,100.00,,100.00,,,,,
622873,,,29.45,,,1:01.97,,,2:12.73,,,4:39.28,,,9:39.91,,,,,,,2:29.55,,,1:24.11,,,,,,,,1:08.61,,,2:29.54,,,2:20.55,,,4:56.11,,,,,54.14,,,39.53,,,36.69,,,37.92,,,39.59,,,,,,,100.00,,,100.00,,,,,,,,47.14,,,46.10,,,75.43,,,67.58,,
1245486,25.75,,,55.82,,,2:01.31,,,5:27.64,,,,,,,,,,,1:26.36,,,2:52.98,1:07.19,,,2:24.72,,,,,1:10.86,2:21.76,,,,,2:12.88,,,4:42.76,,,56.42,,,53.17,,,55.65,,,62.90,,,,,,,,,,,100.00,,,100.00,41.92,,,39.70,,,,,61.99,83.56,,,,,48.40,,,46.05,,
616753,25.22,,,53.63,,,1:56.96,,,5:34.76,,,,,10:17.56,19:06.67,,,59.70,,,2:08.96,,,1:09.86,,,2:38.88,,,58.98,,,2:11.65,,,1:49.08,,2:10.64,,,4:37.90,,,47.02,,,35.96,,,39.61,,,73.69,,,,,68.38,69.72,,,48.38,,,47.14,,,59.40,,,84.52,,,44.26,,,47.22,,,100.00,,41.07,,,38.70,,
1416696,1:10.08,,,,,,,,,6:48.89,,,,,,,,,1:19.55,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,100.00,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,
425846,31.15,,,1:07.80,,,,,2:47.23,6:25.70,,,,,,,,,1:15.96,,,2:42.87,,,1:35.53,,,3:25.62,,,1:25.60,,,,,,1:27.20,,2:50.58,,,,,7:12.80,100.00,,,100.00,,,,,100.00,100.00,,,,,,,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,,,,,100.00,,100.00,,,,,100.00
551015,24.95,,,52.66,,,,,2:09.54,5:00.80,,,,,9:35.29,17:45.77,,,,,1:07.86,2:08.71,,,1:12.93,,,2:36.40,,,,,1:05.74,2:12.26,,,1:05.77,,2:07.81,,,4:30.11,,,42.38,,,28.76,,,,,27.14,26.28,,,,,36.31,36.47,,,,,42.82,46.29,,,81.21,,,76.06,,,,,29.55,49.26,,,82.38,,32.16,,,27.44,,
716897,28.70,,,1:01.05,,,2:11.36,,,5:51.00,,,12:16.65,,,20:25.03,,,1:12.40,,,2:27.41,,,1:20.27,,,2:53.12,,,1:09.02,,,,,,,,2:34.35,,,5:25.88,,,100.00,,,100.00,,,97.36,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,,,,,,,100.00,,,100.00,,
584867,,,31.50,,,1:06.01,,,2:20.88,5:36.62,,,11:50.13,,,19:26.77,,,,,1:20.74,,,2:42.27,,,1:21.85,2:33.52,,,,,1:11.33,2:12.77,,,,,2:15.65,,,4:41.79,,,,,88.40,,,68.43,,,63.26,76.58,,,87.37,,,78.75,,,,,100.00,,,93.39,,,66.48,66.57,,,,,65.21,50.98,,,,,57.81,,,44.57,,
871587,34.77,,,1:24.57,,,,,,,,,,,,,,,1:16.15,,,,,,,,,,,,,,,,,,,,3:10.68,,,,,,100.00,,,100.00,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,100.00,,,,,
503660,,,29.70,,,1:04.32,,,2:15.79,5:15.53,,,,,9:51.54,,,,1:00.68,,,2:08.34,,,1:16.24,,,2:36.87,,,,,1:11.73,2:12.98,,,1:16.39,,,,2:33.48,,,5:12.41,,,58.07,,,55.90,,,46.30,45.60,,,,,48.10,,,,55.76,,,45.04,,,100.00,,,77.64,,,,,67.99,51.69,,,100.00,,,,49.03,,,32.07
1673988,26.36,,,57.25,,,2:10.15,,,5:49.35,,,11:59.32,,,20:06.85,,,1:08.68,,,2:33.98,,,1:36.98,,,,,4:25.71,1:07.38,,,2:33.92,,,1:17.13,,2:42.64,,,,,,68.63,,,65.58,,,89.34,,,94.44,,,94.66,,,95.98,,,100.00,,,100.00,,,100.00,,,,,100.00,100.00,,,100.00,,,100.00,,100.00,,,,,
793760,24.92,,,54.26,,,2:01.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.87,,,40.77,,,56.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833094,26.09,,,55.70,,,2:02.08,,,,,,,,,,,,1:02.86,,,,,,1:17.18,,,,,,1:07.30,,,,,,,,2:17.71,,,,,,62.66,,,52.19,,,58.62,,,,,,,,,,,,73.04,,,,,,100.00,,,,,,100.00,,,,,,,,65.06,,,,,
1160402,,,31.54,1:00.94,,,2:10.54,,,5:47.87,,,,,,,,21:08.47,,,1:19.34,,,2:49.04,1:22.76,,,3:05.91,,,1:10.68,,,,,,1:18.78,,2:28.46,,,5:21.44,,,,,89.11,99.01,,,93.71,,,94.78,,,,,,,,100.00,,,100.00,,,100.00,100.00,,,100.00,,,100.00,,,,,,100.00,,100.00,,,100.00,,
629631,26.36,,,56.42,,,2:00.47,,,5:39.81,,,,,,,,,,,,,,,,,,,,,1:07.59,,,,,,,,2:28.81,,,,,,67.73,,,58.13,,,52.46,,,81.62,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,100.00,,,,,
833069,25.74,,,57.28,,,2:03.38,,,5:41.39,,,,,,,,,1:09.86,,,,,,,,,,,,1:16.41,,,,,,,,,,,,,,56.24,,,65.43,,,63.71,,,84.15,,,,,,,,,100.00,,,,,,,,,,,,100.00,,,,,,,,,,,,,
563670,,,30.98,57.72,,,2:08.93,,,6:10.33,,,,,,,,,1:13.07,,,,,,1:27.70,,,,,,1:04.08,,,,,,1:15.88,,2:30.81,,,,,,,,79.27,69.25,,,86.67,,,100.00,,,,,,,,,100.00,,,,,,100.00,,,,,,84.72,,,,,,100.00,,100.00,,,,,
2676649,27.52,,,1:00.80,,,2:37.02,,,,,,,,,,,,1:11.32,,,,,,1:31.29,,,,,,,,,,,,,,2:42.83,,,,,,90.73,,,97.64,,,100.00,,,,,,,,,,,,100.00,,,,,,100.00,,,,,,,,,,,,,,100.00,,,,,
1353941,,,28.82,55.04,,,,,2:18.78,5:33.22,,,,,,,,,1:00.76,,,2:14.00,,,1:36.39,,,,,,,,1:08.65,2:19.21,,,1:10.99,,,,2:56.67,5:32.61,,,,,44.52,46.88,,,,,56.11,71.31,,,,,,,,,56.37,,,64.95,,,100.00,,,,,,,,47.39,73.88,,,100.00,,,,100.00,100.00,,
871522,28.19,,,1:01.56,,,2:13.35,,,6:06.06,,,13:24.85,,,,,,1:14.70,,,2:39.20,,,1:20.83,,,3:03.71,,,1:17.88,,,,,,,,2:39.25,,,5:56.55,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,,,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,,,,,,,100.00,,,100.00,,
891875,28.47,,,1:02.44,,,2:17.36,,,6:25.89,,,13:27.60,,,,,23:37.01,1:11.94,,,2:38.13,,,1:23.28,,,2:59.52,,,1:05.21,,,2:49.58,,,1:15.80,,2:27.36,,,5:35.07,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,,,,100.00,100.00,,,100.00,,,100.00,,,100.00,,,94.62,,,100.00,,,100.00,,100.00,,,100.00,,
467383,25.42,,,56.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.52,,,59.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832661,28.51,,,1:08.37,,,2:23.41,,,6:07.57,,,,,,,,,1:24.10,,,,,,,,,,,,1:17.70,,,,,,,,2:46.55,,,6:22.00,,,100.00,,,100.00,,,100.00,,,100.00,,,,,,,,,100.00,,,,,,,,,,,,100.00,,,,,,,,100.00,,,100.00,,
558416,27.70,,,1:01.25,,,2:06.46,,,5:39.38,,,,,,,,,,1:48.82,,,,,1:41.45,,,,,,,,,,,,,,,,4:01.65,,,,94.47,,,100.00,,,76.20,,,80.94,,,,,,,,,,100.00,,,,,100.00,,,,,,,,,,,,,,,,100.00,,,
1025595,,,,,,,,,,,,,,,,,,,1:05.92,,,,,,,,,,,,1:05.93,,,,,,,,2:34.02,,,,,,,,,,,,,,,,,,,,,,,,99.41,,,,,,,,,,,,100.00,,,,,,,,100.00,,,,,
833063,28.99,,,,,,,,,6:12.25,,,,,,,,,1:12.42,,,2:30.56,,,,,,,,,1:10.11,,,,,,,,2:41.75,,,,,,100.00,,,,,,,,,100.00,,,,,,,,,100.00,,,100.00,,,,,,,,,100.00,,,,,,,,100.00,,,,,
346783,24.29,,,52.04,,,2:02.28,,,,,,,,,,,,55.06,,,1:58.82,,,1:13.98,,,,,,56.90,,,2:02.57,,,1:21.12,,2:08.48,,,4:45.62,,,28.68,,,21.82,,,54.95,,,,,,,,,,,,12.55,,,12.20,,,81.59,,,,,,25.44,,,15.62,,,100.00,,29.85,,,47.89,,
549347,23.67,,,53.73,,,1:57.61,,,5:10.71,,,10:38.97,,,17:48.31,,,1:08.75,,,2:25.21,,,1:18.30,,,2:44.58,,,1:03.43,,,2:38.74,,,1:07.87,,2:19.62,,,5:04.26,,,21.72,,,36.71,,,41.93,,,39.08,,,36.77,,,37.44,,,100.00,,,100.00,,,100.00,,,100.00,,,79.19,,,100.00,,,100.00,,71.99,,,81.72,,
454482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242597,24.52,,,54.15,,,2:04.24,,,6:03.96,,,,,,,,,58.66,,,2:11.43,,,1:09.84,,,2:37.40,,,1:00.25,,,2:25.64,,,1:01.35,,2:13.38,,,5:04.88,,,35.20,,,39.92,,,67.13,,,100.00,,,,,,,,,40.81,,,55.70,,,59.26,,,79.44,,,53.71,,,98.96,,,48.22,,50.07,,,82.83,,
505587,24.63,,,52.83,,,1:55.52,,,5:52.79,,,,,,,,,1:02.34,,,2:30.82,,,1:08.04,,,,,,1:00.54,,,,,,,,2:16.61,,,,,,37.01,,,30.01,,,34.55,,,100.00,,,,,,,,,68.81,,,100.00,,,47.34,,,,,,55.93,,,,,,,,61.16,,,,,
1182607,25.36,,,55.13,,,2:06.56,,,5:47.41,,,,,,,,,,,1:14.82,,,,1:13.67,,,2:45.85,,,1:07.15,,,,,,1:04.63,,2:23.62,,,,,,49.47,,,47.60,,,76.62,,,94.01,,,,,,,,,,,91.08,,,,86.75,,,100.00,,,100.00,,,,,,73.11,,87.11,,,,,
579696,25.49,,,56.63,,,2:11.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:09.15,,,,,,,,51.76,,,59.89,,,97.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,
2505845,,,25.01,,52.18,,,1:53.26,,,3:57.75,,,,8:33.45,,,16:20.25,,1:01.00,,,2:12.72,,,,,,,,,,1:01.99,,,2:26.32,,,,,2:21.03,,,,,,46.13,,31.17,,,27.26,,,18.68,,,,22.49,,,23.04,,64.40,,,60.93,,,,,,,,,,64.78,,,92.20,,,,,67.92,,,
787169,,,30.03,57.39,,,,,2:24.19,5:42.63,,,,,,,,,1:00.35,,,,,2:28.91,1:22.14,,,2:59.99,,,1:11.77,,,,,,,,2:22.56,,,5:05.93,,,,,63.37,66.38,,,,,74.96,86.15,,,,,,,,,53.25,,,,,49.68,100.00,,,100.00,,,100.00,,,,,,,,83.02,,,84.71,,
671091,,,29.56,58.27,,,2:20.61,,,,,,,,,,,,1:09.76,,,,,,1:28.32,,,,,,,,,,,,1:14.01,,,,,,,,,,55.86,74.10,,,100.00,,,,,,,,,,,,100.00,,,,,,100.00,,,,,,,,,,,,100.00,,,,,,,
659884,24.87,,,54.29,,,2:02.39,,,,,5:05.78,,,10:49.99,,,,,,1:26.79,,,3:20.93,,,1:44.25,3:37.10,,,1:09.69,,,,,3:46.65,1:19.15,,2:39.02,,,,,7:20.47,41.03,,,41.00,,,59.82,,,,,80.71,,,96.16,,,,,,100.00,,,100.00,,,100.00,100.00,,,100.00,,,,,100.00,100.00,,100.00,,,,,100.00
2821522,26.21,,,,,1:03.75,2:05.56,,,5:42.34,,,11:50.03,,,19:36.39,,,1:10.03,,,2:31.58,,,1:05.56,,,2:25.11,,,1:02.73,,,,,,1:15.81,,2:14.00,,,4:53.12,,,65.79,,,,,51.01,72.04,,,82.23,,,84.47,,,81.58,,,100.00,,,100.00,,,32.84,,,41.73,,,74.65,,,,,,100.00,,53.21,,,62.01,,
559211,25.83,,,56.91,,,2:05.10,,,5:28.18,,,11:16.92,,,18:48.36,,,1:08.65,,,2:30.60,,,1:17.02,,,2:49.81,,,1:02.99,,,2:20.67,,,,,2:16.13,,,4:52.67,,,57.88,,,62.26,,,70.61,,,63.70,,,62.43,,,61.77,,,100.00,,,100.00,,,100.00,,,100.00,,,75.51,,,79.38,,,,,59.48,,,61.85,,
1168843,27.23,,,57.00,,,,,2:34.53,,,,,,,,,,1:04.00,,,2:27.33,,,,,,,,,1:02.91,,,2:23.02,,,1:09.00,,2:18.00,,,,,,84.79,,,63.03,,,,,100.00,,,,,,,,,,82.57,,,100.00,,,,,,,,,74.84,,,88.47,,,100.00,,66.10,,,,,
479014,28.90,,,59.03,,,2:14.11,,,6:05.78,,,,,,,,,1:05.75,,,,,,,,,,,,,,,,,,,,2:47.98,,,,,,100.00,,,80.96,,,100.00,,,100.00,,,,,,,,,96.98,,,,,,,,,,,,,,,,,,,,100.00,,,,,
165810,25.08,,,52.87,,,,,,,,,,,,,,,,,,,,,1:03.38,,,2:19.82,,,,,,,,,,,2:07.39,,,,,,41.55,,,27.70,,,,,,,,,,,,,,,,,,,,,14.56,,,21.87,,,,,,,,,,,26.60,,,,,
402097,,,29.10,,,1:02.10,1:58.07,,,,,5:06.24,,,,,,,59.90,,,2:14.83,,,,,,,,,,,1:05.22,2:19.04,,,,,2:13.43,,,4:48.67,,,,,48.74,,,40.41,43.59,,,,,81.52,,,,,,,49.87,,,68.02,,,,,,,,,,,26.53,73.25,,,,,50.24,,,55.34,,
579680,27.74,,,59.80,,,2:08.80,,,5:45.48,,,12:02.61,,,20:52.62,,,1:09.91,,,2:29.58,,,1:10.27,,,2:29.16,,,1:04.98,,,2:37.85,,,1:05.00,,2:17.53,,,4:55.14,,,95.31,,,88.10,,,86.11,,,90.81,,,97.37,,,100.00,,,100.00,,,100.00,,,62.20,,,52.86,,,92.57,,,100.00,,,76.08,,64.42,,,65.95,,
1019177,,,31.80,,,1:13.80,2:23.42,,,6:28.54,,,,,13:28.92,,,,,,1:28.86,,,3:12.11,,,,,,,1:20.88,,,,,,1:23.70,,2:52.87,,,,,,,,93.80,,,100.00,100.00,,,100.00,,,,,100.00,,,,,,100.00,,,100.00,,,,,,,100.00,,,,,,100.00,,100.00,,,,,
511184,28.49,,,59.92,,,2:13.29,,,5:44.20,,,12:00.13,,,,,20:54.43,,,1:24.08,2:41.71,,,1:10.21,,,2:32.45,,,,,1:24.76,2:45.80,,,1:27.92,,2:28.10,,,5:17.30,,,100.00,,,89.23,,,100.00,,,88.71,,,95.35,,,,,100.00,,,100.00,100.00,,,61.79,,,63.13,,,,,100.00,100.00,,,100.00,,100.00,,,100.00,,
544048,,,30.79,57.42,,,2:03.62,,,5:25.97,,,11:04.86,,,18:43.88,,,1:00.13,,,2:09.80,,,1:23.62,,,,,,1:09.55,,,,,,,,2:18.32,,,4:45.80,,,,,76.01,66.64,,,64.66,,,60.44,,,53.95,,,59.86,,,51.59,,,50.02,,,100.00,,,,,,100.00,,,,,,,,67.25,,,50.78,,
550717,,,30.11,,,1:03.54,1:57.99,,,5:13.15,,,,,10:11.23,18:58.09,,,,,1:16.31,2:22.67,,,,,1:25.77,2:37.69,,,,,1:10.89,2:13.39,,,1:13.19,,2:15.77,,,4:42.74,,,,,64.67,,,50.33,43.30,,,42.36,,,,,63.28,65.96,,,,,100.00,98.88,,,,,91.41,80.43,,,,,62.19,53.09,,,100.00,,58.23,,,46.02,,
566754,,,30.63,58.43,,,2:00.09,,,5:14.66,,,11:18.71,,,,,19:03.38,1:05.39,,,2:18.49,,,1:10.20,,,2:30.01,,,59.32,,,2:07.66,,,,,2:12.48,,,4:39.86,,,,,73.29,75.53,,,51.04,,,44.41,,,63.71,,,,,53.72,94.66,,,81.99,,,61.72,,,55.47,,,46.75,,,34.32,,,,,47.07,,,41.64,,
571601,28.48,,,1:00.97,,,2:10.55,,,5:56.79,,,12:15.82,,,20:56.96,,,1:09.94,,,2:32.84,,,1:29.24,,,3:28.19,,,1:05.01,,,2:25.23,,,1:12.26,,2:33.89,,,5:22.23,,,100.00,,,99.30,,,93.75,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,,92.84,,,97.29,,,100.00,,100.00,,,100.00,,
517993,,,28.74,53.72,,,2:10.64,,,5:40.62,,,,,,24:56.46,,,1:04.44,,,,,2:53.57,1:05.57,,,2:24.51,,,55.59,,,2:12.46,,,59.95,,2:10.21,,,4:52.07,,,,,43.33,36.64,,,94.15,,,82.91,,,,,,100.00,,,86.35,,,,,100.00,31.97,,,39.09,,,20.95,,,49.93,,,38.37,,39.69,,,60.86,,
618970,,,30.21,57.27,,,2:09.44,,,5:55.57,,,,,,,,,,,1:23.75,,,2:53.16,1:15.11,,,2:46.26,,,,,1:10.13,2:17.45,,,,,2:22.49,,,5:04.14,,,,,66.30,65.34,,,88.88,,,100.00,,,,,,,,,,,100.00,,,100.00,97.86,,,100.00,,,,,57.07,67.41,,,,,82.75,,,81.51,,
652841,,,,55.18,,,1:57.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.00,,,42.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505199,27.25,,,57.43,,,2:04.28,,,,,5:10.59,,,11:09.45,,,21:40.91,1:02.57,,,2:13.05,,,1:16.15,,,2:42.23,,,1:05.91,,,2:33.43,,,1:08.31,,2:17.37,,,4:56.86,,,85.20,,,66.72,,,67.29,,,,,89.32,,,100.00,,,100.00,70.67,,,61.49,,,100.00,,,96.38,,,100.00,,,100.00,,,100.00,,63.85,,,68.85,,
774600,29.69,,,1:04.58,,,2:23.87,,,6:16.00,,,12:59.13,,,22:27.42,,,1:17.59,,,2:39.15,,,,,,,,4:12.10,1:16.37,,,3:03.29,,,,,2:46.99,,,,,7:17.56,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,,,,,,,100.00,100.00,,,100.00,,,,,100.00,,,,,100.00
416234,25.69,,,54.92,,,1:58.16,,,,,4:54.36,,,,,,,1:02.65,,,,,2:37.97,1:06.84,,,2:21.22,,,57.99,,,2:08.86,,,,,2:06.02,,,4:28.44,,,55.34,,,45.93,,,43.92,,,,,61.31,,,,,,,71.32,,,,,78.50,39.73,,,29.87,,,37.16,,,38.12,,,,,26.73,,,25.11,,
449894,25.68,,,,,1:03.74,,,2:20.39,5:29.26,,,,,,,,,1:02.03,,,2:14.36,,,1:09.33,,,2:32.19,,,1:04.39,,,,,,,,,,2:35.84,,,,55.16,,,,,51.75,,,61.57,65.31,,,,,,,,,66.32,,,66.28,,,55.82,,,62.30,,,87.40,,,,,,,,,,55.96,,,
655111,,,30.34,56.03,,,1:58.61,,,5:28.46,,,,,,19:24.91,,,,,1:16.05,,,2:43.76,1:07.15,,,,,2:51.08,,,1:10.43,,,2:29.61,,,,,2:33.91,4:43.77,,,,,68.45,54.90,,,45.56,,,64.12,,,,,,77.90,,,,,100.00,,,98.74,41.67,,,,,50.86,,,59.08,,,46.30,,,,,50.28,47.61,,
664294,24.18,,,52.15,,,1:55.05,,,5:15.75,,,11:13.04,,,19:16.72,,,1:06.71,,,2:24.07,,,1:10.37,,,2:40.46,,,58.64,,,2:10.87,,,1:02.04,,2:12.09,,,4:46.20,,,29.69,,,25.09,,,32.93,,,45.91,,,59.67,,,74.20,,,100.00,,,100.00,,,62.89,,,90.05,,,41.79,,,44.63,,,53.24,,45.79,,,51.41,,
74887,26.05,,,54.54,,,1:52.69,,,4:55.69,,,10:04.46,,,17:02.38,,,1:03.04,,,2:13.57,,,1:09.50,,,2:29.84,,,59.87,,,2:07.45,,,1:06.69,,2:08.53,,,4:29.47,,,58.49,,,40.09,,,21.49,,,18.43,,,24.54,,,19.46,,,68.42,,,58.96,,,50.73,,,49.76,,,45.96,,,29.86,,,85.34,,30.00,,,24.36,,
575748,24.41,,,55.53,,,,,,,,,,,,,,,1:13.73,,,,,,1:08.45,,,3:01.19,,,,,,,,,,,,,,,,,33.40,,,50.81,,,,,,,,,,,,,,,100.00,,,,,,50.00,,,100.00,,,,,,,,,,,,,,,,
