Name,School,Power,Link,Hometown
Athena Salafatinos,Illinois,20.13,/swimmer/415943,"Naperville, IL"
Abigail Martin,Illinois,100.0,/swimmer/362471,"Jacksonville, IL"
Helena Blumenau,Iowa,35.31,/swimmer/399652,"Highland Park, IL"
Yulia Groysman,Northwestern,8.63,/swimmer/400857,"Bellevue, WA"
Margaret Berning,Nebraska,-1.0,,
Kaleigh Haworth,Illinois,23.75,/swimmer/403736,"Highlands Ranch, CO"
Erin Lang,Iowa,13.76,/swimmer/418349,"Fort Collins, CO"
Katelyn Kilpatrick,Nebraska,9.0,/swimmer/376388,"Ocala, FL"
Kaitlynn Sims,Michigan,1.34,/swimmer/422592,"Montgomery, TX"
Katie Trace,Ohio St,-1.0,,
Rachel Butler,Minnesota,12.77,/swimmer/421937,"Cottonwood Heights, UT"
Octavia Lau,Michigan,8.4,/swimmer/610472,"Burnaby, BC"
Maggie Wallace,Indiana,2.68,/swimmer/395430,"Ocean City, NJ"
Abbey Kilgallon,Minnesota,-1.0,,
Holly Stoll,Wisconsin,17.12,/swimmer/300412,"Hartland, WI"
Kelli McCarthy,Minnesota,9.93,/swimmer/345070,"Edina, MN"
Maggie Erwin,Minnesota,20.19,/swimmer/346791,"Boise, ID"
Noelle Peplowski,Indiana,6.65,/swimmer/365817,"Germantown Hills , IL"
Alivia Lindorfer,Wisconsin,10.64,/swimmer/337396,"St. Paul, MN"
Kate Beavon,Purdue,6.87,/swimmer/2486978,"West Lafayette, IN"
Berkeley Livingston,Nebraska,15.66,/swimmer/344518,"Lincoln, NE"
Marget Shelly,Penn St,14.42,/swimmer/243404,"Chambersburg, PA"
Sidney Kennedy,Illinois,16.64,/swimmer/235706,"Bloomington, IL"
Victoria Kwan,Michigan,4.62,/swimmer/461398,"Richmond Hill, ON"
Danielle Nowaski,Northwestern,12.59,/swimmer/289534,"Santee, CA"
Anna Brooker,Iowa,16.2,/swimmer/433155,"Carlsbad, CA"
Maddie Aguirre,Wisconsin,-1.0,,
Mikayla Seigal,Wisconsin,13.28,/swimmer/357122,"Boulder, CO"
Courtney Marlin,Penn St,26.51,/swimmer/449090,"Exton, PA"
Katie Minnich,Michigan,-1.0,,
Mallory Jump,Purdue,5.65,/swimmer/434417,"Saint Charles, IL"
Margaret Markvardt,Penn St,5.34,/swimmer/508776,"Tallinn, EST"
Mariella Venter,Michigan,9.71,/swimmer/450580,RSA
Brooke Matthias,Penn St,10.22,/swimmer/347428,"Ashburn, VA"
Kat Mueller,Purdue,-1.0,,
Katrina Sommer,Indiana,16.77,/swimmer/433168,"Villa Park, CA"
Margaret Guanci,Wisconsin,18.28,/swimmer/356391,"Riverwoods, IL"
Shannon Meadway,Penn St,13.96,/swimmer/661405,"Uxbridge, ON"
Mac Looze,Indiana,-1.0,,
Jeanri Buys,Illinois,27.91,/swimmer/696716,"Johannesburg, RSA"
Devon Forker,Penn St,21.14,/swimmer/417705,"Mission Viejo, CA"
Lauren Partridge,Illinois,31.99,/swimmer/354087,"Cedar Park, TX"
Emily Weiss,Indiana,1.76,/swimmer/356525,"Muncie, IN"
Emma Lezer,Minnesota,11.23,/swimmer/337390,"Rogers, MN"
Jenna Silvestri,Wisconsin,18.34,/swimmer/344810,"Verona, WI"
Elizabeth Moore,Wisconsin,8.43,/swimmer/671296,"Sylvan Lake, AB"
Nora Woods,Rutgers,10.53,/swimmer/356964,"Collingswood, NJ"
Delaney Carey,Rutgers,13.71,/swimmer/308892,"Orlando, FL"
Sarah Turchanik,Ohio St,16.19,/swimmer/403983,"North Royalton, OH"
Missy Cundiff,William & Mary,-1.0,,
Lera Nasedkina,Drexel,-1.0,,
Sarah Olson,UNC Wilmington,-1.0,,
Mira Selling,Delaware,-1.0,,
Katie Stevenson,William & Mary,16.49,/swimmer/575709,"Wilton, CT"
Anna Kenna,William & Mary,22.14,/swimmer/324073,"Chantilly, VA"
Ryann Styer,Drexel,17.08,/swimmer/401402,"Longport, NJ"
Maddie Mince,Towson,-1.0,,
Hailey Ritter,Towson,28.56,/swimmer/404010,"Church Hill, MD"
Ava Enriquez,Towson,23.69,/swimmer/493809,"Shillington, PA"
Hannah Copeland,UNC Wilmington,-1.0,,
Alaina Park,James Madison,28.68,/swimmer/403081,"Fairfax Station, VA"
Parker Schulz,Towson,25.36,/swimmer/409610,"North Wales, PA"
Devan Taylor,James Madison,25.95,/swimmer/489238,"Pittsburgh, PA"
Mary Grace Copeland,UNC Wilmington,24.55,/swimmer/473917,"Greensboro, NC"
Chelsea Gravereaux,Drexel,19.06,/swimmer/489302,"Emmaus, PA"
Karen Siddoway,James Madison,14.0,/swimmer/485909,"Pittsburgh, PA"
Brooke Lamoureux,William & Mary,18.6,/swimmer/479105,"Virginia Beach, VA"
Natalie Dobrzykowski,Delaware,25.61,/swimmer/857196,"Olney, MD"
Gracie Steelhammer,UNC Wilmington,28.6,/swimmer/473919,"Mooresville, NC"
Ally Gozdan,Delaware,-1.0,,
Paige Powell,Drexel,19.9,/swimmer/611969,"London , GBR"
Jill Santiago,James Madison,-1.0,,
Jenna Leonard,Delaware,31.5,/swimmer/446581,"Ridgefield, CT"
Erin Lillis,Delaware,30.25,/swimmer/358957,"Adamstown, MD"
Morgan Whaley,James Madison,17.2,/swimmer/394453,"Toano, VA"
Taylor Draganosky,Delaware,24.96,/swimmer/405097,"Blue Bell, PA"
Kelsie Drennen,Delaware,37.46,/swimmer/659405,"Clarksburg, WV"
Alexandra Temple,Drexel,-1.0,,
Marietta Gately,Delaware,22.6,/swimmer/570123,"Baltimore, MD"
Sarah Gaudet,James Madison,30.46,/swimmer/358881,"lynbrook, NY"
Isabel Anbar,James Madison,19.59,/swimmer/356804,"New Canaan, CT"
Kayla Borrero,Delaware,33.91,/swimmer/403955,"Toms River, NJ"
Meagan Clark,Towson,25.39,/swimmer/549360,"RICHMOND, TX"
Annie Tuttle,William & Mary,23.37,/swimmer/404778,"Alexandria, VA"
Olivia Shaffer,Drexel,26.53,/swimmer/489304,"Pittsburgh, PA"
Katy Nunez,Towson,-1.0,,
Tink Niebel,UNC Wilmington,-1.0,,
Sidney Whitfield,James Madison,15.89,/swimmer/399468,"Tampa, FL"
Elizabeth Intihar,William & Mary,18.22,/swimmer/483751,"Columbus, OH"
Grace Tramack,William & Mary,18.89,/swimmer/418525,"Palo Alto, CA"
Ellie Henry,William & Mary,-1.0,,
Maddie Riley,Drexel,98.7,/swimmer/1003259,"Philadelphia, PA"
Megan Sicinski,Drexel,-1.0,,
Jordan Washart,Drexel,24.27,/swimmer/395214,"Sewell, NJ"
Suzannah Mills,Towson,23.67,/swimmer/489774,"Laurel, MD"
Kim Jogis,William & Mary,20.39,/swimmer/368885,"Larchmont, NY"
Bailey Smith,Northeastern,20.8,/swimmer/348492,"Fort Plain, NY"
Marybeth Johnson,Northeastern,23.15,/swimmer/495615,"Mission Viejo, CA"
Rebecca Rogers,William & Mary,23.6,/swimmer/404859,"Richmond, VA"
Maura Graff,William & Mary,23.06,/swimmer/404849,"Henrico, VA"
Holly Greenleaf,Towson,32.45,/swimmer/466097,"Silver Spring, MD"
Meagan Robins,UNC Wilmington,29.91,/swimmer/399109,"Columbia, SC"
Kate Douglass,Virginia,-1.0,,
Kylee Alons,NC State,1.93,/swimmer/401188,"Timnath, CO"
Lexi Cuomo,Virginia,-1.0,,
Grace Countie,UNC,2.61,/swimmer/401390,"Raleigh, NC"
Christiana Regenauer,Louisville,5.09,/swimmer/399871,"Campbell Hall, NY"
Ana Zortea,Florida St,46.96,/swimmer/579267,"Sao Paolo, BRA"
Coleen Gillilan,Notre Dame,1.12,/swimmer/400826,"Fort Collins, CO"
Heidi Lowe,UNC,10.84,/swimmer/399134,"Huntersville, NC"
Heather Maccausland,NC State,6.64,/swimmer/356782,"Downingtown, PA"
Sarah Snyder,Duke,7.78,/swimmer/444753,"Palo Alto, CA"
Anna Landon,Virginia Tech,13.61,/swimmer/379733,"Falls Church, VA"
Shayna Hollander,Duke,11.8,/swimmer/348368,"Cranford, NJ"
Alena Kraus,Louisville,4.46,/swimmer/237904,"Gainesville, FL"
Alexis Wenger,Virginia,6.74,/swimmer/345175,"Detroit, MI"
Rebecca Moynihan,Florida St,100.0,/swimmer/521225,"New Zealand, NZL"
Haley Dolan,Boston College,23.74,/swimmer/367685,"Bingham Farms, MI"
Kate Fuhrmann,Pittsburgh,22.88,/swimmer/422505,"Berkeley Heights, NJ"
Sarah Shackelford,Virginia Tech,12.57,/swimmer/403045,"Burke, VA"
Zorry Mason,Miami (FL),-1.0,,
Jessica Nava,Virginia,-1.0,,
Tania Quaglieri,Florida St,11.53,/swimmer/508971,ITA
Sophie Lindner,UNC,7.1,/swimmer/403384,"Matthews, NC"
Hannah Womer,Florida St,8.35,/swimmer/357091,"San Jose, CA"
Abby Larson,Virginia Tech,6.51,/swimmer/394223,"Williamsburg, VA"
Quinn Scannell,Duke,7.99,/swimmer/376472,"Stamford, CT"
Sydney Knapp,Miami (FL),18.52,/swimmer/323153,"Germantown, MD"
Julia Bruneau,Virginia Tech,14.72,/swimmer/412548,"Lahti, FIN"
Sofia Zinis,Boston College,22.71,/swimmer/422146,"Denver, CO"
Elizabeth Harris,Florida St,3.24,/swimmer/856007,"Stoke On Trent, ENG"
Maddie McDonald,Florida St,100.0,/swimmer/475768,"Lincolnton, NC"
Alex Slayton,Virginia Tech,-1.0,,
Parker Timken,NC State,7.9,/swimmer/403950,"Canton, OH"
Katie Cronin,Virginia,-1.0,,
Rachel Peroni,Duke,14.62,/swimmer/271380,"Powell, OH"
Caroline Lee,Georgia Tech,-1.0,,
Kyla Alexander,Louisville,13.05,/swimmer/502871,"Auckland, NZL"
Katie Mack,NC State,-1.0,,
Ashleigh Scott,Boston College,21.84,/swimmer/553790,"Montreal, QC"
Alexandra Bumpas,Duke,-1.0,,
Maddy Potter,Notre Dame,-1.0,,
Carmen San Nicolas Martinez,Miami (FL),14.65,/swimmer/508527,ESP
Maddy Flickinger,NC State,-1.0,,
Kaylee Wheeler,Louisville,6.9,/swimmer/276130,"Louisville, KY"
Aryanna Fernandes,Florida St,5.96,/swimmer/512532,"Ajax, ON"
Imane El Barodi,Georgia Tech,-1.0,,
Ella Collins,Virginia,7.81,/swimmer/503283,"Austin, TX"
Emma Shuppert,Duke,13.5,/swimmer/356690,"Cincinnati, OH"
Amy Dragelin,UNC,11.02,/swimmer/403381,"Charlotte, NC"
Katharine Berkoff,NC State,1.28,/swimmer/347846,"Missoula, MT"
Elle Giesler,NC State,13.85,/swimmer/401396,"Holland, MI"
Olivia Tighe,Duke,12.47,/swimmer/148097,"Cape Elizabeth, ME"
Madison Nalls,Pittsburgh,12.77,/swimmer/401679,"Wrightsville, PA"
Tatum Detwiler,Pittsburgh,20.34,/swimmer/409666,"Connellsville, PA"
Alyssa Conley,Pittsburgh,23.46,/swimmer/383417,"Carmel, IN"
Mary Kate Gannon,Boston College,19.24,/swimmer/434296,"La Grange Park , IL"
Olwyn Bartis,Duke,6.86,/swimmer/403380,"Charlotte, NC"
Maddie Smith,NC State,-1.0,,
Shannon Kearney,NC State,-1.0,,
Kyrsten Davis,Georgia Tech,15.22,/swimmer/403033,"Fairfax Station, VA"
Erin Quinn,Virginia Tech,12.24,/swimmer/290644,"Manassas, VA"
Jami Williams,Georgia Tech,26.28,/swimmer/382860,"Marietta , GA"
Lauren Kelly,Pittsburgh,18.81,/swimmer/395230,"Egg Harbor City, NJ"
Carter Bristow,Virginia,9.7,/swimmer/290573,"Richmond, VA"
Nicole Barkemeyer,Boston College,23.18,/swimmer/457702,"Morristown, NJ"
Kate Moore,NC State,100.0,/swimmer/1795095,"Bountiful, UT"
Maddie Lauther,Miami (FL),-1.0,,
Brooke Switzer,Georgia Tech,11.16,/swimmer/661903,"Markham, ON"
Sophia Miller,Boston College,22.16,/swimmer/401878,"Louisville, KY"
Jenna Thompson,Virginia Tech,13.4,/swimmer/479166,"Newport News, VA"
Sarah Boyle,Notre Dame,10.88,/swimmer/466249,"Centreville, VA"
Kayla Graham,Pittsburgh,8.15,/swimmer/479247,"Ashburn, VA"
Brooke Travis,Virginia Tech,4.13,/swimmer/356940,"Newark, DE"
Jilian Schulte,Pittsburgh,25.18,/swimmer/481985,"Tampa, FL"
Rose Pouch,Virginia Tech,11.49,/swimmer/664321,"Henderson, NV"
Aino Otava,Miami (FL),9.61,/swimmer/508533,"Espoo, FIN"
Morgan Johnson,Georgia Tech,-1.0,,
Shelby Raber,Virginia Tech,13.92,/swimmer/515368,"Virginia Beach, VA"
Una Forsythe,Miami (FL),26.34,/swimmer/419133,"Boulder, CO"
Nicole Sowell,Miami (FL),27.6,/swimmer/375827,"St. Johns, FL"
Anna Milia,Boston College,25.98,/swimmer/423181,"Charlotte, NC"
Isabel Blaze,Boston College,26.77,/swimmer/372459,"Darien, CT"
Julia Menkhaus,Virginia,2.49,/swimmer/356551,"Fort Mill, SC"
Grace McGinnis,Miami (FL),22.8,/swimmer/403353,"Oakland township , MI"
Lauren Meeker,Virginia Tech,13.9,/swimmer/401401,"Mechanicsville, VA"
Sophie Hansson,NC State,1.89,/swimmer/555071,"Helsingborg, SWE"
Emma Muzzy,NC State,1.16,/swimmer/509286,"Roanoke, VA"
Julia Poole,NC State,3.38,/swimmer/291644,"Cary, NC"
Loulou Vos,Virginia Tech,2.59,/swimmer/468791,"Uxbridge, GBR"
Diana Dunn,Louisville,5.72,/swimmer/291673,"Austin, TX"
Giulia Grasso,Florida St,13.6,/swimmer/1179972,ITA
Carly Perri,Duke,9.35,/swimmer/349428,"Fountain Valley, CA"
Abby Cohen,Georgia Tech,-1.0,,
Lindsey Ryalls,Boston College,19.73,/swimmer/399042,"Frisco, TX"
Sydney Winters,Notre Dame,9.32,/swimmer/413156,"Feeding Hills, MA"
Caroline Cooper,UNC,-1.0,,
Karisa Franz,Virginia Tech,11.87,/swimmer/588758,"St. Louis, MO"
Lucy Callard,Duke,6.06,/swimmer/358288,"Cincinnati, OH"
Isabel Traba,Miami (FL),12.33,/swimmer/347020,"Sarasota, FL"
Ella Nelson,Virginia,-1.0,,
Faith Hefner,NC State,12.25,/swimmer/356751,"Claremont, NC"
Madelyn Donohoe,Virginia,-1.0,,
Duda Sumida,Louisville,-1.0,,
Easop Lee,Duke,1.08,/swimmer/356539,"Baltimore, MD"
Maddie Luther,Louisville,-1.0,,
Caroline Kulp,Virginia,5.78,/swimmer/197359,"Roanoke, VA"
Kay Foley,NC State,10.13,/swimmer/467029,"Munster, IN"
Madeline Laporte,Notre Dame,8.25,/swimmer/379997,"Vienna, VA"
Nina Kucheran,Florida St,2.51,/swimmer/544612,"Sudbury, ON"
Alexis Durlacher,Florida St,19.09,/swimmer/365095,"JACKSONVILLE, FL"
Morgan Miller,Virginia Tech,9.69,/swimmer/488834,"Poquoson, VA"
Ellie Vannote,UNC,-1.0,,
Daisy Anderson,Pittsburgh,11.36,/swimmer/696129,"Gillingham, GBR"
Sophia Ryan,Virginia Tech,19.15,/swimmer/403023,"Sandy spring, MD"
Bayley Stewart,Notre Dame,4.76,/swimmer/343928,"Fort Collins, CO"
Sydney VanOvermeiren,Florida St,-1.0,,
Luciana Thomas,Notre Dame,4.06,/swimmer/273148,"Fayetteville, AR"
Maggie Emary,Florida St,-1.0,,
McKenzie Campbell,Georgia Tech,-1.0,,
Alexa Lantin,Boston College,23.53,/swimmer/399852,"Harrison, NY"
Sammie Eyolfson,Notre Dame,-1.0,,
Danika Huizinga,NC State,11.34,/swimmer/443653,"Ajax, ON"
Abby Hay,Louisville,-1.0,,
Kelly Tichenor,Louisville,14.41,/swimmer/331083,"Prospect, KY"
Morgan Friesen,Louisville,3.91,/swimmer/273493,"Windsor, CO"
Lilly Higgs,UNC,-1.0,,
Kayle Park,Duke,-1.0,,
Elizabeth Fry,Notre Dame,6.92,/swimmer/359072,"Towson, MD"
Nicole Williams,Georgia Tech,-1.0,,
Sarah Nicholls,Notre Dame,8.34,/swimmer/357125,"Liberty Lake, WA"
Katherine Baker,Florida St,20.1,/swimmer/375781,"Jacksonville, FL"
Zoe Lusk,Duke,11.99,/swimmer/419485,"Palo Alto, CA"
Meaghan Lyons,Notre Dame,20.5,/swimmer/615592,"Bluffton, SC"
Cabell Whitlow,Duke,9.4,/swimmer/394102,"Roanoke, VA"
Gabi Albiero,Louisville,-1.0,,
Jenny Halden,Florida St,-1.0,,
Zsofia Kurdi,Florida St,-1.0,,
Caroline Bentz,Virginia Tech,3.63,/swimmer/489770,"Dahlgren, VA"
Sophie Yendell,Pittsburgh,16.38,/swimmer/808036,"Tamworth, ENG"
Brie Romney,UNC,-1.0,,
Alex Walsh,Virginia,-1.0,,
Katie Drumm,Boston College,20.61,/swimmer/509740,"Hinsdale, IL"
Megan Judge,Virginia Tech,-1.0,,
Gabrianna Banks,Florida St,20.49,/swimmer/308250,"Plantation, FL"
Savannah Barr,Miami (FL),9.35,/swimmer/495250,"Sarasota, FL"
Emma Atkinson,Virginia Tech,1.34,/swimmer/403987,"Brookhaven, PA"
Emily Graham,Georgia Tech,-1.0,,
Peyton D'Emanuele,Notre Dame,-1.0,,
Courtney Isley,UNC,14.56,/swimmer/649078,"Richmond, VA"
Paige Hetrick,Louisville,2.78,/swimmer/403852,"Bradford, PA"
Emma Sundstrand,Miami (FL),15.34,/swimmer/1049735,"Rönninge, SWE"
Lindsey Merk,Georgia Tech,12.05,/swimmer/543929,"Lockport, IL"
Lexi Rudolph,UNC,-1.0,,
Astrid Dirkzwager,Georgia Tech,15.85,/swimmer/398975,"Wichita, KS"
Morgan Jones,NC State,-1.0,,
Emily Lenihan,Duke,6.25,/swimmer/491478,"Louisville, KY"
Jaden Herbet,Florida St,19.76,/swimmer/532015,"Winter Springs, FL"
Phoebe Griffiths,Florida St,10.69,/swimmer/753269,"LONDON, ENG"
Aleyna Ozkan,Duke,7.72,/swimmer/672140,"Istanbul, TUR"
Giovanna Baldacci,Boston College,-1.0,,
Lucy Ho,Miami (FL),-1.0,,
Anna Keating,Virginia,1.85,/swimmer/403019,"Vienna, VA"
Emily Vasquez,Virginia Tech,-1.0,,
Afrodite Agathokleous,Pittsburgh,34.24,/swimmer/1332074,CYP
Tristen Ulett,Louisville,1.3,/swimmer/422455,"Brookhaven, GA"
Kallie Chelsvig,Notre Dame,9.21,/swimmer/423424,"Nashville, TN"
Arianna Sakellaris,Georgia Tech,15.46,/swimmer/815976,AUT
Adrianna Cera,Miami (FL),13.62,/swimmer/473790,"Raleigh, NC"
Rei Kuramoto,Georgia Tech,10.91,/swimmer/445096,"Kanagawa, JPN"
Catherine Purnell,Duke,4.48,/swimmer/404713,"HERNDON, VA"
Abby Pilkenton,NC State,-1.0,,
Rhianna Hensler,Notre Dame,14.75,/swimmer/486520,"Clarkston, MI"
Ashley Zettle,Florida St,19.48,/swimmer/550763,"Southlake, TX"
Duda Schramm Seifer,Georgia Tech,-1.0,,
Chase Travis,Virginia Tech,1.75,/swimmer/356941,"Newark, DE"
Izzy Schone,Boston College,-1.0,,
Emily Gjertsen,Duke,8.13,/swimmer/1199715,"Eastchester, NY"
Pia Murray,Florida St,8.93,/swimmer/914539,"Preston, GBR"
Sophia Wilson,Virginia,8.57,/swimmer/610468,"Guildford, GBR"
Addison Smith,UNC,-1.0,,
Abby Grottle,Pittsburgh,-1.0,,
Paige McCormick,Louisville,8.35,/swimmer/399243,"Hudson, OH"
Allison Kopac,Notre Dame,11.14,/swimmer/403039,"Ashburn, VA"
Liberty Williams,Louisville,5.73,/swimmer/1481750,"Mentone, CA"
Emma Gleason,Notre Dame,10.01,/swimmer/489760,"Libertyville, IL"
Abby Licht,Pittsburgh,16.66,/swimmer/532028,"Clearwater, FL"
Yara Hierath,NC State,3.73,/swimmer/1162267,"White Plains, NY"
Kasey Anderson,Boston College,33.92,/swimmer/404346,"Gaithersburg, MD"
Abby Russell,Boston College,51.25,/swimmer/1111179,"Henrietta, NY"
Sydney Cole,Florida St,20.94,/swimmer/503458,"Omaha, NE"
Jacqueline Tinneny,Pittsburgh,13.08,/swimmer/394192,"Yorktown, VA"
Abby Doss,NC State,-1.0,,
Kat Ward,UNC,-1.0,,
Tatiana Salcutan,Louisville,-1.0,,
Megan Deuel,Notre Dame,2.91,/swimmer/432277,"Pittsford, NY"
Katey Lewicki,NC State,-1.0,,
Lauren Sielicki,Boston College,30.89,/swimmer/486851,"Clarkston, MI"
Natalie Peterson,Florida St,23.61,/swimmer/610470,"Waterloo, ON"
Ashley Cusano,NC State,11.95,/swimmer/489797,"Big stone gap, VA"
Sarah Bender,Notre Dame,9.42,/swimmer/404841,"Glen Allen, VA"
Claire Russell,Boston College,21.49,/swimmer/551049,"Charlotte, NC"
Andrea Podmanikova,NC State,1.95,/swimmer/450947,"Topolcany, SVK"
Abby Arens,NC State,-1.0,,
Sarah Foley,Duke,-1.0,,
Ellie Jew,Notre Dame,-1.0,,
Claudia Butterfield,Georgia Tech,12.61,/swimmer/412658,"Liberty Township, OH"
Catherine Belyakov,Duke,10.75,/swimmer/489758,"Gaithersburg, MD"
Genna Joyce,Pittsburgh,-1.0,,
Lauren Barakey,Virginia Tech,10.83,/swimmer/423455,"Virginia Beach, VA"
Nora Woods,Florida St,10.53,/swimmer/356964,"Collingswood, NJ"
Abby Harter,Virginia,-1.0,,
Caroline Crouse,Pittsburgh,9.72,/swimmer/488653,"Raleigh, NC"
Makaela Hill,UMBC,23.06,/swimmer/495224,"CATONSVILLE, MD"
Molly Greeley,Binghamton,-1.0,,
Mary Kate Conway,Stony Brook,22.39,/swimmer/431531,"Schenectady, NY"
Lara Geelen,Binghamton,-1.0,,
Briana Liew,Stony Brook,26.09,/swimmer/507481,"Bellerose, NY"
Kara Campbell,Vermont,32.95,/swimmer/622672,"Greentown, PA"
Cam Hargraves,Maine,-1.0,,
Marley Zimmerman,Binghamton,29.95,/swimmer/526548,"Merrick, NY"
Aubrey St. Pierre,Maine,-1.0,,
Kandice Chandra,Binghamton,37.75,/swimmer/445242,"Broomfield, CO"
Nella Maynard,Maine,62.18,/swimmer/1331197,"Lincoln, NE"
Lara Youssef,Stony Brook,25.44,/swimmer/399902,"Astoria, NY"
Skylar Ward,Binghamton,34.82,/swimmer/769470,"Hillsborough, NJ"
Maddie Hoover,Binghamton,-1.0,,
Melissa Carousso,Binghamton,-1.0,,
Michaela Herwig,New Hampshire,25.08,/swimmer/356926,"Geneva, IL"
Abby McKinnney,New Hampshire,-1.0,,
Amanda Heinz,Stony Brook,36.95,/swimmer/484195,"West Babylon, NY"
Ellie Martin,Vermont,-1.0,,
Hannah Devine,New Hampshire,35.24,/swimmer/623496,"Hamilton, NJ"
Maggie Mantz,Vermont,21.14,/swimmer/616556,"West Hartford, CT"
Erin Lamirande,Stony Brook,58.88,/swimmer/478372,"Collegeville, PA"
Rebecca Thompson,Maine,38.09,/swimmer/1265169,"Broomfield, CO"
Ainslie Boswell,Maine,46.83,/swimmer/635849,"Las Cruces, NM"
Courtney Moane,Binghamton,31.14,/swimmer/453716,"Staten Island, NY"
Madi Moore,Binghamton,48.68,/swimmer/432267,"Macedon, NY"
Sophia Sinibaldi,Vermont,32.1,/swimmer/520823,"Voorhees, NJ"
Shea Buirski,UMBC,33.33,/swimmer/616754,"Williamsburg, VA"
Indra Vandenbussche,SMU,-1.0,,
Johanna Gudmundsdottir,SMU,-1.0,,
Jessica Davis,Cincinnati,13.56,/swimmer/488854,"PLAINFIELD, IL"
Riley Hendrix,Tulane,20.07,/swimmer/509570,"ATLANTA, GA"
Prather Hargrove,SMU,23.49,/swimmer/506213,"Montgomery, AL"
Danielle Titus,Tulane,-1.0,,
Logan Lawhorn,Cincinnati,20.2,/swimmer/358373,"Columbus, OH"
Brina Uhlin,Cincinnati,20.45,/swimmer/417215,"Lititz, PA"
Mya Vanderhagen,SMU,20.73,/swimmer/403343,"Huntertown, IN"
Erin Shema,Cincinnati,20.15,/swimmer/494998,"Telford, PA"
Autumn Keats-O'Connor,Tulane,-1.0,,
Maddy Lewis,SMU,-1.0,,
Maxine Parkinson,SMU,12.93,/swimmer/488878,"Naperville, IL"
Isabella Dickinson,SMU,34.07,/swimmer/374803,"Fresno, CA"
Laura Garcia Marin,Houston,-1.0,,
Jenna Watson,SMU,15.52,/swimmer/506402,"Flower Mound, TX"
Katie Jordan,SMU,-1.0,,
Jennifer Gougelmann,Tulane,26.23,/swimmer/528368,"Cortlandt Manor, NY"
Gianna Spremullo,Tulane,18.67,/swimmer/660286,"Cranston, RI"
Maddie Wallin,Houston,-1.0,,
Matea Sumajstorcic,Cincinnati,17.7,/swimmer/461641,"Zagreb, CRO"
Abby Jackson,Houston,11.71,/swimmer/856000,"Felbridge, GBR"
Margot Little,Houston,26.42,/swimmer/550788,"Rockwall, TX"
Winter Craig,Tulane,13.87,/swimmer/371829,"Lakeville, MN"
Kennedy Grotjohn,Cincinnati,16.76,/swimmer/604993,"Cary, NC"
Christiana Williams,Tulane,20.02,/swimmer/539083,"Tucson, AZ"
Sophie Anderson,Houston,15.85,/swimmer/520952,"Apex, NC"
Grace Butcher,Houston,19.26,/swimmer/495539,"Galena, OH"
Martha Tripsa,Davidson,27.16,/swimmer/794385,"Cornelius, NC"
Marlee Rickert,GW,15.87,/swimmer/453935,"Leesport, PA"
Lucy Yeomans,Richmond,25.52,/swimmer/1329199,"Athens, GA"
Maggie Desmond,Massachusetts,-1.0,,
Sam Boyes,La Salle,-1.0,,
Chale Jacks,Davidson,-1.0,,
Leah Reisker,Duquesne,18.6,/swimmer/375950,"Gainesville, FL"
Katelyn Pennell,Richmond,16.14,/swimmer/598180,"Eden Prairie, MN"
Maddie Mara,Massachusetts,-1.0,,
Emma Murtaugh,Davidson,27.76,/swimmer/521000,"Apex, NC"
Mia Bonvissuto,Rhode Island,27.58,/swimmer/367445,"Garden City, NY"
Ava Carter,La Salle,30.06,/swimmer/365024,"Tampa, FL"
Megan Carson,Richmond,20.08,/swimmer/1188055,"Apex, NC"
Molly Brennan,Duquesne,19.47,/swimmer/432275,"Pittsford, NY"
Sylvia Stewart-Bates,Davidson,11.91,/swimmer/1324800,"Chagrin Falls, OH"
Alexa Connors,Richmond,11.55,/swimmer/503313,"Kingston, MA"
Anwen Byrne,La Salle,-1.0,,
Petra Mijic,Richmond,14.41,/swimmer/403389,"Split, CRO"
Syd Joyce,Rhode Island,-1.0,,
Abigail Murtaugh,George Mason,-1.0,,
Megan Mitchell,Massachusetts,23.91,/swimmer/543109,"Western Springs, IL"
Bri Williams,Massachusetts,-1.0,,
Reagan Linkous,Duquesne,31.87,/swimmer/644261,"Morgantown, WV"
Mackenzie Thomas,Rhode Island,28.82,/swimmer/399890,"Bayport, NY"
Carrie Spexarth,La Salle,46.91,/swimmer/737206,"Jackson, NJ"
Anna Bodycoat,Rhode Island,29.54,/swimmer/495435,"Newport, RI"
Megan Mastropaolo,George Mason,27.2,/swimmer/452856,"Bristow, VA"
Megan Heist,La Salle,37.75,/swimmer/359199,"York, PA"
Laura Goettler,Duquesne,3.67,/swimmer/356703,"Butler, PA"
Abby Mele,Duquesne,-1.0,,
Emma Martin,Richmond,-1.0,,
Kamryn Paige,Rhode Island,39.92,/swimmer/348055,"Niskayuna, NY"
Olivia Bray,Texas,1.32,/swimmer/197351,"Daleville, VA"
Grace Cooper,Texas,1.71,/swimmer/488853,"Oswego, IL"
Emma Sticklen,Texas,1.76,/swimmer/1476401,"Katy, TX"
Ava Longi,Texas,14.13,/swimmer/354303,"Austin, TX"
Keyla Brown,Kansas,17.62,/swimmer/347359,"College Park, MD"
Andie Quirke,Iowa State,20.98,/swimmer/523226,"Auckland, NZL"
Emma Hultquist,TCU,16.73,/swimmer/376418,"Rockwall, TX"
Claudia Dougan,Kansas,14.81,/swimmer/587998,"Apple Valley, MN"
