,50 Y Free Time,50 S Free Time,50 L Free Time,100 Y Free Time,100 S Free Time,100 L Free Time,200 Y Free Time,200 S Free Time,200 L Free Time,500 Y Free Time,400 S Free Time,400 L Free Time,1000 Y Free Time,800 S Free Time,800 L Free Time,1650 Y Free Time,1500 S Free Time,1500 L Free Time,100 Y Back Time,100 S Back Time,100 L Back Time,200 Y Back Time,200 S Back Time,200 L Back Time,100 Y Breast Time,100 S Breast Time,100 L Breast Time,200 Y Breast Time,200 S Breast Time,200 L Breast Time,100 Y Fly Time,100 S Fly Time,100 L Fly Time,200 Y Fly Time,200 S Fly Time,200 L Fly Time,100 Y IM Time,100 S IM Time,200 Y IM Time,200 S IM Time,200 L IM Time,400 Y IM Time,400 S IM Time,400 L IM Time,50 Y Free Points,50 S Free Points,50 L Free Points,100 Y Free Points,100 S Free Points,100 L Free Points,200 Y Free Points,200 S Free Points,200 L Free Points,500 Y Free Points,400 S Free Points,400 L Free Points,1000 Y Free Points,800 S Free Points,800 L Free Points,1650 Y Free Points,1500 S Free Points,1500 L Free Points,100 Y Back Points,100 S Back Points,100 L Back Points,200 Y Back Points,200 S Back Points,200 L Back Points,100 Y Breast Points,100 S Breast Points,100 L Breast Points,200 Y Breast Points,200 S Breast Points,200 L Breast Points,100 Y Fly Points,100 S Fly Points,100 L Fly Points,200 Y Fly Points,200 S Fly Points,200 L Fly Points,100 Y IM Points,100 S IM Points,200 Y IM Points,200 S IM Points,200 L IM Points,400 Y IM Points,400 S IM Points,400 L IM Points
419553,24.61,,,54.45,,,,,2:14.27,,,4:41.39,,,,,,,,,,,,,1:12.33,,,,,2:58.84,,,1:06.38,,,2:26.53,,,2:13.49,,,,,5:20.40,36.68,,,42.24,,,,,42.39,,,40.99,,,,,,,,,,,,,75.23,,,,,75.85,,,39.37,,,43.74,,,47.04,,,,,45.11
347791,,,28.99,54.77,,,2:00.13,,,5:25.29,,,,,,,,,1:00.94,,,2:14.15,,,1:04.18,,,2:16.73,,,58.93,,,2:13.95,,,,,2:08.58,,,4:33.24,,,,,48.28,43.25,,,48.89,,,57.08,,,,,,,,,56.68,,,63.95,,,21.33,,,15.91,,,42.27,,,52.61,,,,,31.51,,,31.05,,
372563,,,29.31,54.27,,,1:54.03,,,5:07.31,,,10:36.29,,,17:48.89,,,1:08.29,,,,,,1:21.24,,,,,,1:08.21,,,,,,,,2:33.85,,,,,,,,53.21,39.39,,,27.49,,,32.60,,,29.24,,,34.18,,,100.00,,,,,,100.00,,,,,,100.00,,,,,,,,100.00,,,,,
363881,25.92,,,,,59.35,1:49.12,,,4:48.35,,,,,8:54.40,16:39.27,,,1:07.54,,,2:18.91,,,,,,,,,1:05.83,,,,,,,,2:18.16,,,4:44.86,,,56.15,,,,,30.00,10.40,,,9.90,,,,,24.79,11.60,,,100.00,,,78.67,,,,,,,,,93.71,,,,,,,,61.22,,,46.72,,
403383,,,28.83,53.70,,,1:54.25,,,5:04.05,,,10:33.90,,,17:49.76,,,58.06,,,2:05.78,,,1:15.69,,,2:41.19,,,56.29,,,2:02.25,,,1:05.39,,2:10.17,,,4:35.56,,,,,46.03,36.49,,,30.19,,,28.46,,,31.59,,,35.95,,,35.95,,,36.59,,,100.00,,,91.01,,,24.89,,,18.08,,,57.10,,36.41,,,35.25,,
356553,23.91,,,51.63,,,,,2:04.56,4:53.29,,,,9:00.87,,,,,1:03.63,,,,,2:29.37,1:06.98,,,2:29.40,,,,,1:04.11,1:59.83,,,,,2:03.11,,,4:17.37,,,25.43,,,20.16,,,,,12.17,15.40,,,,16.82,,,,,78.22,,,,,56.46,37.78,,,50.91,,,,,24.84,9.54,,,,,15.55,,,9.68,,
363917,25.23,,,53.01,,,1:52.98,,,5:02.12,,,10:26.03,,,,,,57.22,,,2:06.06,,,1:10.59,,,2:31.62,,,55.73,,,2:00.87,,,59.62,,2:06.58,,,4:27.51,,,47.20,,,29.97,,,24.02,,,26.04,,,23.14,,,,,,29.88,,,36.21,,,61.11,,,57.69,,,20.48,,,12.39,,,28.86,,25.51,,,23.03,,
400455,24.65,,,,,1:00.71,1:55.53,,,,,,,,,,,,1:07.10,,,,,,1:01.34,,,,,2:31.98,59.90,,,,,,1:11.11,,2:02.89,,,4:20.69,,,37.34,,,,,30.76,32.54,,,,,,,,,,,,100.00,,,,,,6.05,,,,,7.31,49.36,,,,,,100.00,,14.94,,,13.94,,
508637,,,,,58.43,,,2:03.12,,,4:16.39,,,8:43.53,,,,,1:00.59,,,,2:14.34,,,,,,,,,,,,2:13.43,,,,,2:14.63,,,4:41.29,,,,,,27.26,,,17.41,,,13.38,,,6.03,,,,,54.02,,,,20.66,,,,,,,,,,,,10.56,,,,,10.55,,,4.74,
1282607,37.10,,,1:22.97,,,,,,,,,,,,,,,1:50.93,,,,,,1:50.72,,,,,,,,,,,,,,,,,,,,100.00,,,100.00,,,,,,,,,,,,,,,100.00,,,,,,100.00,,,,,,,,,,,,,,,,,,,
964955,,,,,,,,,,,,4:33.72,,,9:18.15,,,17:45.05,,,,,2:26.07,,,,,,,,,1:10.92,,,,,,1:08.64,,2:24.36,,,5:06.43,,,,,,,,,,,,,36.02,,,27.51,,,28.20,,,,,54.82,,,,,,,,,81.01,,,,,,43.69,,36.06,,,35.11,
405494,25.02,,,54.02,,,1:55.80,,,5:06.39,,,,,9:47.44,18:21.86,,,58.55,,,2:05.23,,,1:11.85,,,2:37.61,,,,,1:05.65,2:06.26,,,1:03.40,,2:05.02,,,4:22.53,,,43.58,,,37.48,,,33.47,,,31.42,,,,,48.49,46.89,,,39.08,,,33.56,,,69.84,,,77.00,,,,,33.98,27.97,,,54.76,,20.96,,,16.34,,
461641,,,,,57.08,,,2:01.32,,,4:16.51,,,8:56.04,,,,,,,,,,,,,,,,,,,,,,,,,,2:19.98,,,4:58.55,,,,,,21.16,,,14.31,,,19.28,,,33.89,,,,,,,,,,,,,,,,,,,,,,,,,,26.57,,,27.42,
1346367,25.09,,,,,59.76,1:50.94,,,5:01.05,,,,,9:50.90,,,,54.97,,,1:59.72,,,,,1:19.80,,,3:02.92,,,1:02.99,,,2:27.52,,,2:03.07,,,4:27.67,,,44.78,,,,,24.77,17.48,,,24.72,,,,,51.11,,,,15.27,,,16.82,,,,,55.82,,,86.36,,,18.46,,,40.49,,,15.44,,,23.25,,
399032,24.66,,,53.03,,,1:53.11,,,,,4:47.39,,,,,,,56.27,,,2:01.90,,,1:05.50,,,2:28.33,,,,,1:05.81,,,2:34.28,1:00.62,,2:05.83,,,4:45.34,,,37.51,,,31.48,,,26.37,,,,,50.14,,,,,,,23.85,,,24.43,,,30.38,,,49.07,,,,,35.83,,,67.61,25.37,,23.31,,,50.06,,
421984,,,27.79,,,1:01.32,1:56.88,,,,,4:44.56,,,,,,19:25.56,57.90,,,2:03.43,,,1:06.56,,,2:20.01,,,1:02.02,,,,,2:43.94,,,2:05.71,,,4:31.17,,,,,30.74,,,34.71,37.21,,,,,52.71,,,,,,67.72,34.53,,,27.93,,,35.22,,,24.38,,,65.67,,,,,92.44,,,22.96,,,28.11,,
460985,24.49,,,54.15,,,1:54.94,,,5:09.32,,,11:12.92,,,,,19:26.84,58.93,,,2:05.17,,,1:05.22,,,2:19.88,,,1:00.60,,,2:20.33,,,,,2:07.29,,,4:26.03,,,34.71,,,39.92,,,32.55,,,35.20,,,57.22,,,,,63.57,42.10,,,34.63,,,28.73,,,25.18,,,55.59,,,78.09,,,,,27.62,,,21.80,,
446822,24.88,,,54.04,,,1:56.42,,,5:17.69,,,10:45.56,,,17:52.76,,,1:08.02,,,2:20.89,,,1:05.43,,,2:23.21,,,1:37.28,,,,,,1:06.25,,2:12.17,,,5:00.75,,,41.20,,,37.63,,,35.61,,,46.39,,,34.93,,,35.63,,,100.00,,,89.77,,,28.50,,,33.04,,,100.00,,,,,,76.44,,42.75,,,74.41,,
384717,26.14,,,,,1:03.94,2:00.86,,,5:30.10,,,,,,,,,,,1:14.22,2:14.43,,,1:04.76,,,2:20.20,,,58.23,,,,,,1:02.90,,2:07.01,,,4:30.86,,,63.59,,,,,52.60,51.60,,,64.10,,,,,,,,,,,94.51,64.97,,,24.62,,,24.88,,,37.29,,,,,,51.15,,26.78,,,27.68,,
376726,,,29.23,54.91,,,1:59.97,,,,,5:08.98,,,,,,,,,1:15.75,,,2:54.87,1:11.46,,,,,,,,1:06.28,2:08.53,,,1:04.90,,2:12.90,,,,,,,,52.15,45.85,,,50.59,,,,,86.34,,,,,,,,,100.00,,,100.00,69.02,,,,,,,,38.74,37.07,,,53.61,,45.11,,,,,
372942,23.76,,,52.53,,,1:56.65,,,,,,,,,,,,56.47,,,2:04.35,,,,,,,,,1:01.95,,,,,,,,2:21.56,,,,,,23.10,,,26.50,,,36.41,,,,,,,,,,,,24.88,,,30.78,,,,,,,,,65.12,,,,,,,,75.15,,,,,
884511,,,26.57,,,59.66,,,2:09.05,5:20.00,,,,,,,,,59.86,,,2:11.15,,,,,,,,,,,,,,,,,,,,,,,,,14.52,,,31.03,,,26.53,49.58,,,,,,,,,48.89,,,54.71,,,,,,,,,,,,,,,,,,,,,,
402722,,,27.23,51.92,,,1:53.32,,,5:05.09,,,,,,,,,1:00.42,,,2:11.96,,,1:10.26,,,2:38.12,,,56.91,,,2:06.19,,,1:03.98,,2:10.47,,,4:49.11,,,,,23.20,23.45,,,27.06,,,29.77,,,,,,,,,53.08,,,57.58,,,60.69,,,80.36,,,29.03,,,29.77,,,47.21,,37.35,,,56.05,,
291484,,,27.07,51.30,,,1:52.03,,,5:17.93,,,,,,,,,59.30,,,2:07.51,,,1:14.42,,,2:40.23,,,58.72,,,2:18.97,,,1:09.70,,,,2:29.26,4:48.15,,,,,20.91,17.89,,,20.95,,,46.72,,,,,,,,,44.45,,,40.93,,,88.61,,,85.93,,,40.76,,,70.30,,,100.00,,,,39.82,53.52,,
373930,,,32.81,54.32,,,2:01.43,,,,,,,,,,,,59.71,,,2:13.12,,,,,,,,,59.97,,,,,,,,,,,,,,,,100.00,39.77,,,53.74,,,,,,,,,,,,47.45,,,60.23,,,,,,,,,49.88,,,,,,,,,,,,,
637262,,27.26,,,1:00.92,,,2:14.85,,,,,,,,,,,,1:05.43,,,2:24.93,,,,,,,,,1:06.60,,,,,,1:11.54,,,,,,,,36.91,,,47.08,,,56.61,,,,,,,,,,,,42.07,,,53.07,,,,,,,,,51.39,,,,,,72.47,,,,,,
446469,25.15,,,56.72,,,2:13.69,,,,,,,,,,,,1:16.51,,,,,,1:15.96,,,2:58.38,,,,,,,,,,,,,,,,,45.81,,,58.99,,,100.00,,,,,,,,,,,,100.00,,,,,,100.00,,,100.00,,,,,,,,,,,,,,,,
343807,,,27.25,51.42,,,1:49.70,,,4:56.71,,,,,9:14.86,,,,58.74,,,2:03.59,,,1:07.41,,,2:26.13,,,59.23,,,,,2:30.61,1:08.63,,2:06.26,,,4:25.36,,,,,23.32,18.71,,,13.62,,,19.45,,,,,25.29,,,,40.42,,,28.42,,,40.43,,,41.28,,,44.43,,,,,49.44,96.04,,24.57,,,20.12,,
507453,24.14,,,53.72,,,1:58.10,,,5:21.43,,,,,,,,,58.04,,,2:12.81,,,1:28.70,,,,,,1:02.29,,,2:29.99,,,1:09.41,,2:16.80,,,5:03.38,,,29.05,,,36.64,,,43.70,,,51.59,,,,,,,,,35.81,,,60.62,,,100.00,,,,,,68.89,,,100.00,,,87.69,,58.17,,,80.16,,
401821,25.48,,,54.06,,,2:00.38,,,,,5:01.57,,,,,,,,,1:19.09,,,,1:18.55,,,,,,58.14,,,,,,,,,,2:46.78,,,,51.58,,,37.79,,,49.82,,,,,81.57,,,,,,,,,100.00,,,,100.00,,,,,,36.66,,,,,,,,,,94.67,,,
696445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346969,26.04,,,55.10,,,2:02.02,,,,,,,,,,,,57.64,,,2:04.13,,,,,,,,,1:10.53,,,,,,,,2:16.73,,,,,,61.73,,,45.83,,,55.98,,,,,,,,,,,,32.74,,,30.10,,,,,,,,,100.00,,,,,,,,57.93,,,,,
446602,23.95,,,50.91,,,1:51.05,,,,,4:42.69,10:41.52,,,,,,58.43,,,2:08.01,,,,,,,,,57.43,,,,,,,,2:19.29,,,,,,26.05,,,16.45,,,19.64,,,,,42.94,36.35,,,,,,38.54,,,43.93,,,,,,,,,32.58,,,,,,,,66.91,,,,,
576003,25.42,,,54.45,,,2:00.00,,,5:20.55,,,,,,,,,1:07.94,,,2:24.13,,,1:19.15,,,,,,1:02.57,,,,,,,,2:22.57,,,5:13.75,,,50.52,,,42.24,,,50.70,,,50.35,,,,,,,,,100.00,,,100.00,,,100.00,,,,,,71.16,,,,,,,,78.91,,,99.16,,
461276,24.41,,,53.28,,,1:56.03,,,5:23.55,,,,,,,,,1:02.22,,,2:10.85,,,1:20.35,,,,,,1:00.79,,,,,,1:05.52,,2:14.41,,,,,,33.40,,,31.95,,,34.26,,,54.58,,,,,,,,,66.70,,,52.22,,,100.00,,,,,,56.07,,,,,,70.70,,50.08,,,,,
461242,25.49,,,55.15,,,,,3:24.68,,,,,,,,,,58.50,,,2:06.53,,,1:10.57,,,,,,,,,,,,1:33.65,,,,2:49.34,,,,51.76,,,47.76,,,,,100.00,,,,,,,,,,39.04,,,39.03,,,62.82,,,,,,,,,,,,100.00,,,,100.00,,,
375859,25.04,,,53.11,,,1:57.17,,,5:19.10,,,11:09.39,,,18:45.26,,,1:00.11,,,2:12.47,,,1:20.51,,,,,3:12.65,1:01.29,,,2:35.23,,,1:05.48,,2:13.52,,,,,5:36.65,43.92,,,32.07,,,40.36,,,48.33,,,54.77,,,58.07,,,50.75,,,59.40,,,100.00,,,,,100.00,60.93,,,100.00,,,57.74,,47.13,,,,,68.16
438814,25.00,,,54.44,,,2:02.88,,,6:04.04,,,,,,,,,1:10.55,,,2:33.89,,,1:12.03,,,2:39.78,,,1:16.57,,,,,,,,,,2:52.33,,,,43.23,,,42.16,,,61.74,,,100.00,,,,,,,,,100.00,,,100.00,,,73.07,,,86.07,,,100.00,,,,,,,,,,100.00,,,
393970,24.81,,,53.17,,,1:56.86,,,,,,,,,,,,,,,,,,1:08.34,,,2:31.31,,,1:04.46,,,,,,,,2:09.41,,,,,,40.02,,,31.14,,,37.14,,,,,,,,,,,,,,,,,,46.28,,,56.73,,,85.88,,,,,,,,34.05,,,,,
419091,,,28.52,53.58,,,1:56.13,,,5:14.57,,,11:05.23,,,18:29.69,,,1:04.35,,,2:19.96,,,1:11.80,,,2:34.08,,,1:01.91,,,2:26.20,,,1:10.47,,2:15.47,,,4:50.72,,,,,41.23,34.17,,,34.60,,,42.15,,,47.55,,,50.02,,,84.31,,,86.05,,,69.48,,,65.44,,,64.80,,,98.13,,,100.00,,53.63,,,57.63,,
743260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347547,,,28.11,53.67,,,1:56.13,,,5:15.11,,,,,10:01.64,,,,1:04.13,,,2:20.04,,,1:23.14,,,2:57.32,,,1:01.16,,,2:17.55,,,1:08.85,,2:17.47,,,,,5:39.77,,,35.27,34.85,,,34.60,,,42.88,,,,,59.45,,,,82.44,,,86.37,,,100.00,,,100.00,,,58.92,,,65.17,,,97.92,,60.49,,,,,71.75
403164,,,29.03,54.96,,,2:03.13,,,5:32.60,,,,,,,,,1:03.23,,,2:18.08,,,1:06.36,,,2:29.91,,,59.41,,,2:12.94,,,1:11.45,,2:11.14,,,4:42.27,,,,,49.07,46.25,,,62.72,,,67.84,,,,,,,,,75.30,,,80.39,,,35.55,,,53.85,,,46.66,,,51.56,,,100.00,,39.46,,,45.30,,
432319,,,28.81,54.81,,,2:00.94,,,,,5:24.26,,,,,,,1:05.86,,,2:20.40,,,1:08.33,,,2:33.51,,,1:08.59,,,,,,1:34.00,,2:16.46,,,,,5:53.93,,,45.55,43.56,,,51.90,,,,,100.00,,,,,,,97.52,,,87.80,,,46.22,,,63.62,,,100.00,,,,,,100.00,,57.00,,,,,94.00
367455,25.18,,,54.44,,,1:58.60,,,5:28.93,,,,,10:54.53,,,20:25.11,1:01.99,,,2:20.74,,,,,1:29.77,2:55.78,,,1:01.15,,,2:20.02,,,1:08.81,,2:18.05,,,4:57.85,,,46.33,,,42.16,,,45.52,,,62.37,,,,,100.00,,,89.16,65.25,,,90.96,,,,,100.00,100.00,,,59.84,,,76.92,,,82.89,,62.52,,,70.54,,
356872,,,27.65,53.00,,,1:56.14,,,5:20.24,,,,,,,,,1:02.75,,,2:13.76,,,1:13.47,,,2:37.30,,,56.97,,,2:06.48,,,59.81,,2:07.32,,,4:32.32,,,,,28.79,29.90,,,34.64,,,49.92,,,,,,,,,70.97,,,62.53,,,81.52,,,75.97,,,28.63,,,28.64,,,30.09,,27.71,,,29.74,,
492732,25.40,,,56.23,,,,,,,,,,,,,,,59.52,,,2:14.31,,,,,,,,,1:02.94,,,,,,,,2:09.56,,,,,,50.17,,,56.55,,,,,,,,,,,,,,,46.38,,,66.09,,,,,,,,,74.20,,,,,,,,34.51,,,,,
491475,,,28.32,53.71,,,1:54.21,,,5:04.46,,,10:47.05,,,,,18:24.63,1:04.31,,,,,2:43.54,1:16.68,,,2:44.48,,,59.09,,,2:11.93,,,1:05.11,,2:11.61,,,,,5:15.44,,,38.47,36.56,,,30.06,,,28.97,,,39.88,,,,,38.93,84.39,,,,,100.00,100.00,,,100.00,,,44.32,,,48.15,,,55.10,,40.95,,,,,38.52
1153472,27.05,,,58.81,,,2:09.21,,,5:59.08,,,,,,,,,1:04.82,,,,,,1:22.00,,,,,,1:16.27,,,,,,,,2:31.93,,,,,,81.17,,,78.96,,,87.88,,,100.00,,,,,,,,,88.78,,,,,,100.00,,,,,,100.00,,,,,,,,100.00,,,,,
413926,,,29.56,54.78,,,,,,5:42.06,,,,,,,,,1:03.80,,,2:26.27,,,1:14.22,,,,,,57.74,,,2:10.53,,,1:05.64,,2:15.27,,,,,,,,57.14,43.32,,,,,,82.48,,,,,,,,,79.65,,,100.00,,,87.10,,,,,,33.88,,,41.29,,,71.64,,52.96,,,,,
422150,26.64,,,55.04,,,1:59.71,,,5:27.35,,,,,9:59.91,,,19:02.27,1:05.48,,,2:25.18,,,1:11.15,,,2:31.65,,,1:04.10,,,2:27.03,,,1:32.77,,2:16.03,,,4:44.79,,,73.10,,,46.88,,,49.62,,,60.06,,,,,57.80,,,53.51,94.58,,,100.00,,,66.84,,,59.23,,,83.95,,,100.00,,,100.00,,55.53,,,49.20,,
357465,,,29.31,56.18,,,,,2:13.08,,,4:37.54,,,9:35.01,17:49.67,,,1:04.00,,,2:13.28,,,1:15.69,,,2:41.18,,,1:03.05,,,,,2:29.14,1:20.40,,2:18.87,,,,,5:23.99,,,53.39,56.14,,,,,38.66,,,35.32,,,39.08,35.92,,,81.75,,,62.32,,,100.00,,,90.98,,,75.11,,,,,51.50,100.00,,65.41,,,,,50.00
570078,25.58,,,55.72,,,2:03.06,,,5:21.99,,,,,,,,,1:01.76,,,2:27.48,,,1:05.70,,,2:24.79,,,1:03.72,,,2:43.87,,,,1:09.10,2:09.93,,,4:51.67,,,53.36,,,52.36,,,62.44,,,52.37,,,,,,,,,63.42,,,100.00,,,31.57,,,38.72,,,80.72,,,100.00,,,,35.69,35.66,,,60.20,,
714530,25.69,,,54.16,,,1:59.96,,,,,,,,,,,,58.64,,,2:05.93,,,1:23.07,,,,,,1:02.47,,,,,,,,2:27.06,,,,,,55.34,,,40.00,,,50.55,,,,,,,,,,,,40.03,,,37.08,,,100.00,,,,,,70.34,,,,,,,,96.25,,,,,
605417,26.96,,,56.68,,,2:01.69,,,5:25.98,,,,,,,,,1:03.18,,,2:14.41,,,1:21.20,,,,,,1:04.96,,,,,,,,,,2:48.13,4:55.14,,,79.38,,,60.32,,,57.11,,,58.07,,,,,,,,,74.89,,,66.46,,,100.00,,,,,,91.41,,,,,,,,,,99.72,65.95,,
593503,,,30.44,56.63,,,,,2:23.07,,,,,,,,,,1:03.22,,,2:15.47,,,,,1:34.53,,,,1:10.68,,,,,,,,2:21.32,,,5:04.31,,,,,71.71,59.89,,,,,72.05,,,,,,,,,,75.22,,,70.41,,,,,100.00,,,,100.00,,,,,,,,74.27,,,81.81,,
933484,,,29.65,,1:04.63,,,,2:30.92,,5:06.82,,,,,,,,,1:35.96,,,,,,1:14.46,,,2:51.50,,,1:41.89,,,,,,1:12.74,,2:42.33,,,,,,,58.76,,73.78,,,,100.00,,93.61,,,,,,,,,100.00,,,,,,40.00,,,68.36,,,100.00,,,,,,58.12,,93.03,,,,
368667,26.04,,,56.53,,,2:01.78,,,5:26.51,,,11:10.68,,,19:20.40,,,1:02.41,,,2:19.00,,,1:14.53,,,2:44.30,,,1:04.48,,,2:58.31,,,1:07.43,,2:19.30,,,5:03.99,,,61.73,,,57.40,,,55.07,,,58.84,,,51.18,,,71.40,,,68.22,,,82.27,,,89.44,,,100.00,,,86.06,,,100.00,,,85.98,,66.95,,,80.08,,
417616,28.28,,,,,1:04.12,,,2:14.18,,,4:34.77,10:34.39,,,17:53.37,,,1:03.57,,,2:11.82,,,,,1:30.90,,,,,,1:06.30,2:06.46,,,,,2:14.44,,,4:33.36,,,100.00,,,,,62.43,,,42.11,,,31.34,31.89,,,37.32,,,78.13,,,57.08,,,,,100.00,,,,,,38.87,30.60,,,,,50.18,,,32.06,,
368723,,,30.25,58.14,,,,,2:18.11,5:22.73,,,10:58.82,,,18:27.19,,,,,1:16.70,,,2:45.37,1:10.52,,,,,2:55.06,,,1:11.28,,,2:39.10,1:08.19,,2:17.82,,,4:49.80,,,,,68.53,72.95,,,,,54.87,53.42,,,47.60,,,50.62,,,,,100.00,,,100.00,62.47,,,,,64.99,,,72.32,,,83.72,78.02,,61.71,,,57.16,,
1091496,29.20,,,1:05.50,,,2:12.87,,,5:54.60,,,12:00.27,,,19:42.86,,,,,,,,,1:16.66,,,,,3:08.58,,,1:10.88,2:19.06,,,1:09.64,,2:21.13,,,4:57.47,,,100.00,,,100.00,,,100.00,,,100.00,,,88.57,,,84.57,,,,,,,,,100.00,,,,,100.00,,,62.37,73.90,,,100.00,,77.32,,,67.42,,
441995,,,29.52,54.51,,,1:52.74,,,4:58.91,,,,,9:27.36,17:06.06,,,,,,,,,1:06.36,,,2:21.79,,,,,,,,,1:02.94,,2:11.07,,,4:29.63,,,,,56.69,42.71,,,25.14,,,22.10,,,,,33.64,20.08,,,,,,,,,35.55,,,30.33,,,,,,,,,40.20,,39.24,,,26.77,,
2901498,28.70,,,1:04.92,,,2:20.38,,,5:59.16,,,,,,,,,1:07.03,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,100.00,,,100.00,,,100.00,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,
763528,27.29,,,59.01,,,2:08.30,,,,,5:11.88,12:07.09,,,,,,1:05.62,,,2:23.37,,,1:24.21,,,,,,1:07.60,,,,,,1:10.19,,2:31.79,,,,,6:26.54,86.01,,,80.78,,,83.96,,,,,91.61,98.06,,,,,,95.82,,,100.00,,,100.00,,,,,,100.00,,,,,,94.06,,100.00,,,,,100.00
371051,27.23,,,58.69,,,2:06.59,,,5:30.92,,,,,,,,,,,,,,,,,1:33.97,,,3:15.91,,,,,,,,,2:27.20,,,,,,84.79,,,76.03,,,74.05,,,65.32,,,,,,,,,,,,,,,,,100.00,,,100.00,,,,,,,,,96.81,,,,,
360305,24.48,,,52.38,,,1:55.44,,,,,4:47.00,,,,,,,58.04,,,2:08.45,,,1:07.17,,,2:31.96,,,55.15,,,2:18.02,,,1:00.43,,2:04.74,,,4:38.14,,,34.54,,,26.74,,,34.27,,,,,49.53,,,,,,,35.81,,,45.41,,,40.54,,,60.20,,,17.52,,,69.49,,,24.20,,20.16,,,39.06,,
399921,24.98,,,52.95,,,1:52.58,,,,,4:34.14,10:35.47,,,17:33.20,,,1:00.24,,,2:10.43,,,1:12.89,,,2:33.03,,,58.91,,,2:09.71,,,1:05.12,,2:11.77,,,4:36.76,,,42.89,,,30.89,,,24.61,,,,,30.45,32.56,,,29.78,,,51.72,,,52.20,,,79.31,,,63.59,,,43.01,,,40.85,,,55.17,,41.46,,,37.01,,
591267,27.38,,,58.90,,,1:58.72,,,5:16.00,,,,,,,,,1:08.18,,,2:23.60,,,1:21.69,,,3:27.00,,,1:13.24,,,,,,,1:51.95,2:23.92,,,,6:19.16,,87.85,,,77.91,,,43.74,,,44.08,,,,,,,,,100.00,,,100.00,,,100.00,,,100.00,,,100.00,,,,,,,100.00,84.01,,,,100.00,
520598,26.79,,,57.33,,,2:02.71,,,5:21.83,,,11:24.99,,,19:25.21,,,1:03.21,,,2:19.34,,,1:11.84,,,2:36.40,,,,,1:14.30,2:29.20,,,,,2:20.86,,,,,5:40.77,76.02,,,65.86,,,61.07,,,52.15,,,65.77,,,75.40,,,75.14,,,85.35,,,71.71,,,74.57,,,,,95.04,100.00,,,,,72.58,,,,,74.38
478299,,,29.19,55.53,,,2:02.14,,,,,4:55.52,11:39.20,,,,,,1:05.73,,,2:22.20,,,1:16.92,,,2:39.45,,,1:01.60,,,2:15.44,,,1:07.50,,2:17.82,,,4:52.57,,,,,51.53,50.81,,,58.85,,,,,63.16,76.24,,,,,,96.80,,,96.93,,,100.00,,,84.93,,,63.37,,,60.21,,,72.70,,61.71,,,61.68,,
433243,25.90,,,,,1:02.02,1:57.60,,,5:19.10,,,,,,,,,,,,,,,,,,,,,57.72,,,2:10.37,,,,,2:10.85,,,,,,59.15,,,,,39.35,39.74,,,48.33,,,,,,,,,,,,,,,,,,,,,33.74,,,40.78,,,,,38.54,,,,,
567846,25.10,,,53.57,,,1:53.98,,,,,4:28.50,10:20.42,,,17:20.05,,,,,,,,,,,,,,,1:00.05,,,2:09.40,,,,,2:14.41,,,4:41.89,,,44.95,,,35.50,,,29.28,,,,,22.62,23.43,,,25.02,,,,,,,,,,,,,,,51.42,,,39.85,,,,,50.08,,,44.72,,
556696,,,29.43,55.45,,,2:01.10,,,,,4:49.69,11:06.29,,,18:47.54,,,,,,2:34.07,,,,,1:30.55,,,,,,1:10.44,2:16.59,,,,,,,2:39.49,5:27.70,,,,,55.09,48.61,,,52.50,,,,,61.06,48.25,,,57.33,,,,,,100.00,,,,,100.00,,,,,,65.26,61.75,,,,,,,70.37,100.00,,
419057,27.34,,,58.28,,,1:57.81,,,5:11.16,,,11:03.59,,,,,,1:05.58,,,2:15.64,,,1:07.75,,,2:24.12,,,,,1:06.87,2:06.42,,,,,2:08.25,,,4:30.33,,,87.03,,,74.19,,,42.65,,,37.61,,,50.81,,,,,,95.47,,,71.05,,,44.18,,,36.81,,,,,42.45,30.47,,,,,30.50,,,27.75,,
551049,24.48,,,53.32,,,1:55.98,,,5:26.67,,,11:24.05,,,18:58.94,,,55.15,,,2:01.74,,,1:14.28,,,2:38.73,,,58.35,,,2:19.94,,,59.18,,2:11.18,,,4:48.16,,,34.54,,,33.63,,,36.15,,,61.47,,,67.58,,,66.33,,,17.19,,,23.94,,,91.41,,,84.00,,,39.71,,,76.62,,,33.14,,42.81,,,54.52,,
340073,26.08,,,,,1:01.78,1:55.22,,,5:34.90,,,,,,,,,58.27,,,2:06.37,,,1:16.85,,,2:48.87,,,56.86,,,2:09.03,,,1:06.96,,2:12.25,,,4:39.00,,,59.04,,,,,46.50,29.79,,,71.61,,,,,,,,,33.22,,,34.77,,,100.00,,,100.00,,,25.18,,,34.71,,,87.59,,41.53,,,37.91,,
